time(s),p(kPa),Voltage(V)
4.78,5.70,4.22
4.79,5.71,4.24
4.81,5.74,4.20
4.82,5.76,4.24
4.83,5.76,4.30
4.84,5.78,4.20
4.85,5.80,4.26
4.87,5.82,4.25
4.88,5.82,4.32
4.89,5.83,4.26
4.90,5.86,4.27
4.91,5.87,4.36
4.93,5.88,4.38
4.94,5.89,4.41
4.95,5.89,4.45
4.96,5.91,4.42
4.97,5.91,4.47
4.99,5.92,4.45
5.00,5.92,4.52
5.01,5.92,4.51
5.02,5.92,4.52
5.03,5.92,4.52
5.05,5.93,4.54
5.06,5.93,4.64
5.07,5.93,4.66
5.08,5.93,4.70
5.09,5.93,4.74
5.11,5.93,4.79
5.12,5.92,4.84
5.13,5.91,4.82
5.14,5.92,4.82
5.16,5.91,4.97
5.17,5.89,4.97
5.18,5.89,4.98
5.19,5.88,5.07
5.20,5.88,5.10
5.22,5.87,5.20
5.23,5.86,5.24
5.24,5.86,5.28
5.25,5.83,5.40
5.26,5.85,5.39
5.28,5.82,5.59
5.29,5.81,5.58
5.30,5.78,5.65
5.31,5.77,5.67
5.32,5.74,5.75
5.34,5.71,5.68
5.35,5.69,5.72
5.36,5.66,5.74
5.37,5.64,5.78
5.38,5.60,5.80
5.40,5.56,5.78
5.41,5.54,5.76
5.42,5.50,5.81
5.43,5.48,5.80
5.44,5.44,5.86
5.46,5.41,5.86
5.47,5.37,5.86
5.48,5.33,5.86
5.49,5.31,5.87
5.51,5.25,5.96
5.52,5.21,5.85
5.53,5.17,5.86
5.54,5.15,5.89
5.55,5.11,5.99
5.56,5.05,6.05
5.58,5.01,5.92
5.59,4.97,5.97
5.60,4.93,5.94
5.61,4.89,6.02
5.62,4.86,6.07
5.64,4.79,6.11
5.65,4.73,6.05
5.66,4.68,5.97
5.67,4.65,5.97
5.69,4.61,6.02
5.70,4.56,6.12
5.71,4.51,6.13
5.72,4.48,6.14
5.73,4.42,6.22
5.75,4.37,6.17
5.76,4.31,6.18
5.77,4.24,6.13
5.78,4.21,6.08
5.79,4.16,6.18
5.81,4.11,6.21
5.82,4.07,6.26
5.83,4.01,6.34
5.84,3.94,6.30
5.85,3.88,6.19
5.86,3.84,6.18
5.88,3.80,6.26
5.89,3.74,6.37
5.90,3.70,6.37
5.91,3.62,6.41
5.93,3.57,6.28
5.94,3.52,6.32
5.95,3.46,6.39
5.96,3.43,6.36
5.97,3.37,6.46
5.99,3.32,6.46
6.00,3.26,6.50
6.01,3.21,6.47
6.02,3.15,6.52
6.03,3.08,6.49
6.05,3.04,6.47
6.06,2.99,6.51
6.07,2.94,6.58
6.08,2.86,6.60
6.09,2.82,6.50
6.11,2.78,6.54
6.12,2.73,6.68
6.13,2.66,6.70
6.14,2.61,6.59
6.16,2.57,6.63
6.17,2.52,6.76
6.18,2.47,6.77
6.19,2.41,6.81
6.20,2.36,6.79
6.21,2.30,6.82
6.23,2.24,6.75
6.24,2.19,6.70
6.25,2.17,6.75
6.26,2.13,6.92
6.28,2.06,6.99
6.29,2.00,6.88
6.30,1.95,6.82
6.31,1.90,6.83
6.32,1.86,6.82
6.34,1.83,6.92
6.35,1.78,6.99
6.36,1.72,6.99
6.37,1.68,6.91
6.38,1.63,6.98
6.40,1.58,6.97
6.41,1.53,6.95
6.42,1.50,6.93
6.43,1.45,6.98
6.44,1.40,6.96
6.46,1.36,6.95
6.47,1.30,6.96
6.48,1.25,6.85
6.49,1.21,6.81
6.50,1.15,6.85
6.51,1.10,6.71
6.53,1.09,6.65
6.54,1.04,6.83
6.55,0.99,6.76
6.56,0.95,6.67
6.58,0.91,6.60
6.59,0.88,6.61
6.60,0.85,6.67
6.61,0.80,6.63
6.62,0.77,6.54
6.64,0.74,6.60
6.65,0.70,6.57
6.66,0.66,6.51
6.67,0.64,6.48
6.68,0.60,6.50
6.70,0.58,6.45
6.71,0.55,6.45
6.72,0.53,6.47
6.73,0.49,6.47
6.74,0.48,6.39
6.76,0.46,6.45
6.77,0.42,6.44
6.78,0.41,6.34
6.79,0.38,6.38
6.80,0.37,6.35
6.82,0.35,6.38
6.83,0.33,6.34
6.84,0.31,6.36
6.85,0.30,6.30
6.86,0.27,6.30
6.88,0.26,6.23
6.89,0.25,6.23
6.90,0.24,6.22
6.91,0.22,6.20
6.93,0.22,6.18
6.94,0.22,6.22
6.95,0.21,6.26
6.96,0.19,6.22
6.97,0.18,6.10
6.98,0.18,6.04
7.00,0.19,6.05
7.01,0.18,6.13
7.02,0.16,6.05
7.03,0.18,5.97
7.05,0.16,6.03
7.06,0.16,5.94
7.07,0.16,5.91
7.08,0.16,5.88
7.09,0.16,5.84
7.11,0.16,5.79
7.12,0.16,5.74
7.13,0.18,5.68
7.14,0.18,5.69
7.15,0.19,5.62
7.17,0.18,5.61
7.18,0.19,5.45
7.19,0.20,5.44
7.20,0.21,5.41
7.21,0.22,5.39
7.23,0.24,5.34
7.24,0.24,5.31
7.25,0.25,5.19
7.26,0.26,5.14
7.27,0.26,5.07
7.28,0.27,4.94
7.30,0.29,4.87
7.31,0.31,4.78
7.32,0.33,4.77
7.33,0.36,4.77
7.35,0.41,4.75
7.36,0.43,4.85
7.37,0.44,4.82
7.38,0.46,4.73
7.39,0.49,4.60
7.41,0.55,4.62
7.42,0.60,4.79
7.43,0.62,4.88
7.44,0.63,4.74
7.45,0.64,4.60
7.47,0.70,4.46
7.48,0.77,4.58
7.49,0.82,4.81
7.50,0.82,4.87
7.51,0.84,4.63
7.53,0.87,4.44
7.54,0.96,4.43
7.55,1.01,4.69
7.56,1.03,4.73
7.57,1.04,4.60
7.59,1.07,4.43
7.60,1.14,4.31
7.61,1.21,4.45
7.62,1.26,4.61
7.63,1.28,4.65
7.65,1.31,4.44
7.66,1.35,4.35
7.67,1.41,4.28
7.68,1.47,4.38
7.70,1.52,4.42
7.71,1.54,4.42
7.72,1.59,4.26
7.73,1.64,4.28
7.74,1.68,4.23
7.76,1.74,4.14
7.77,1.81,4.20
7.78,1.86,4.32
7.79,1.89,4.30
7.80,1.92,4.12
7.82,2.00,4.02
7.83,2.07,4.14
7.84,2.12,4.25
7.85,2.16,4.22
7.86,2.20,4.08
7.88,2.27,4.07
7.89,2.34,4.10
7.90,2.40,4.21
7.91,2.42,4.21
7.92,2.47,4.03
7.94,2.56,4.01
7.95,2.62,4.16
7.96,2.67,4.19
7.97,2.72,4.14
7.98,2.75,4.12
8.00,2.82,3.98
8.01,2.90,4.00
8.02,2.96,4.18
8.03,3.00,4.23
8.04,3.05,4.09
8.06,3.11,4.04
8.07,3.18,4.07
8.08,3.24,4.17
8.09,3.29,4.20
8.10,3.33,4.16
8.12,3.39,4.04
8.13,3.44,4.08
8.14,3.51,4.04
8.15,3.57,4.14
8.16,3.62,4.15
8.18,3.68,4.14
8.19,3.73,4.18
8.20,3.78,4.15
8.21,3.83,4.09
8.22,3.89,4.09
8.24,3.94,4.14
8.25,3.99,4.09
8.26,4.05,4.07
8.27,4.11,4.15
8.28,4.16,4.20
8.30,4.20,4.16
8.31,4.24,4.08
8.32,4.29,4.10
8.33,4.35,4.07
8.35,4.40,4.14
8.36,4.45,4.14
8.37,4.50,4.14
8.38,4.54,4.15
8.39,4.59,4.09
8.41,4.64,4.10
8.42,4.68,4.10
8.43,4.72,4.14
8.44,4.78,4.10
8.45,4.82,4.20
8.47,4.86,4.14
8.48,4.89,4.13
8.49,4.93,4.09
8.50,4.98,4.07
8.51,5.03,4.10
8.52,5.08,4.18
8.54,5.11,4.24
8.55,5.14,4.21
8.56,5.16,4.13
8.57,5.20,4.08
8.59,5.23,4.09
8.60,5.28,4.08
8.61,5.32,4.17
8.62,5.34,4.21
8.63,5.37,4.15
8.65,5.41,4.11
8.66,5.44,4.15
8.67,5.48,4.20
8.68,5.49,4.24
8.69,5.52,4.15
8.71,5.54,4.13
8.72,5.58,4.13
8.73,5.60,4.20
8.74,5.63,4.20
8.75,5.65,4.21
8.77,5.67,4.23
8.78,5.69,4.25
8.79,5.71,4.20
8.80,5.72,4.23
8.81,5.75,4.20
8.83,5.76,4.25
8.84,5.78,4.23
8.85,5.80,4.28
8.86,5.82,4.28
8.88,5.83,4.35
8.89,5.85,4.35
8.90,5.86,4.36
8.91,5.87,4.38
8.92,5.87,4.40
8.94,5.88,4.35
8.95,5.89,4.39
8.96,5.91,4.43
8.97,5.91,4.48
8.98,5.92,4.46
9.00,5.92,4.52
9.01,5.93,4.51
9.02,5.93,4.59
9.03,5.93,4.59
9.04,5.93,4.61
9.06,5.92,4.63
9.07,5.94,4.58
9.08,5.93,4.76
9.09,5.93,4.72
9.10,5.92,4.77
9.11,5.91,4.75
9.13,5.91,4.73
9.14,5.89,4.80
9.15,5.91,4.80
9.16,5.89,4.94
9.18,5.89,4.95
9.19,5.88,5.05
9.20,5.88,5.07
9.21,5.87,5.17
9.22,5.86,5.20
9.24,5.86,5.25
9.25,5.85,5.37
9.26,5.83,5.42
9.27,5.82,5.48
9.28,5.81,5.54
9.30,5.80,5.61
9.31,5.78,5.69
9.32,5.75,5.77
9.33,5.71,5.71
9.35,5.67,5.66
9.36,5.66,5.63
9.37,5.66,5.72
9.38,5.63,5.90
9.39,5.59,5.87
9.40,5.53,5.86
9.42,5.49,5.67
9.43,5.48,5.66
9.44,5.48,5.79
9.45,5.44,6.02
9.46,5.37,6.00
9.48,5.31,5.79
9.49,5.30,5.67
9.50,5.30,5.83
9.51,5.26,6.07
9.52,5.19,6.07
9.54,5.11,5.90
9.55,5.09,5.71
9.56,5.09,5.82
9.57,5.08,6.08
9.59,4.99,6.27
9.60,4.90,6.02
9.61,4.86,5.78
9.62,4.87,5.76
9.63,4.86,6.11
9.65,4.77,6.32
9.66,4.68,6.12
9.67,4.62,5.87
9.68,4.64,5.80
9.69,4.61,6.17
9.71,4.54,6.35
9.72,4.45,6.18
9.73,4.40,5.97
9.74,4.37,6.02
9.75,4.34,6.11
9.77,4.29,6.25
9.78,4.22,6.27
9.79,4.17,6.17
9.80,4.11,6.20
9.81,4.06,6.15
9.83,4.04,6.18
9.84,3.99,6.36
9.85,3.90,6.40
9.86,3.84,6.21
9.87,3.80,6.18
9.89,3.77,6.29
9.90,3.71,6.40
9.91,3.65,6.40
9.92,3.59,6.34
9.93,3.54,6.31
9.95,3.49,6.35
9.96,3.44,6.43
9.97,3.38,6.44
9.98,3.34,6.42
10.00,3.28,6.54
10.01,3.19,6.54
10.02,3.15,6.33
10.03,3.12,6.38
10.04,3.06,6.60
10.06,3.00,6.57
10.07,2.95,6.54
10.08,2.89,6.59
10.09,2.84,6.56
10.10,2.79,6.60
10.12,2.73,6.64
10.13,2.68,6.64
10.14,2.62,6.68
10.15,2.57,6.62
10.16,2.52,6.65
10.18,2.49,6.72
10.19,2.42,6.83
10.20,2.35,6.78
10.21,2.30,6.67
10.22,2.28,6.70
10.24,2.23,6.87
10.25,2.17,6.89
10.26,2.12,6.87
10.27,2.07,6.89
10.28,2.01,6.88
10.30,1.97,6.84
10.31,1.92,6.93
10.32,1.86,6.94
10.33,1.81,6.87
10.35,1.76,6.87
10.36,1.72,6.87
10.37,1.68,6.87
10.38,1.65,6.96
10.39,1.59,7.09
10.40,1.53,6.98
10.42,1.48,6.89
10.43,1.45,6.89
10.44,1.40,6.93
10.45,1.35,6.90
10.47,1.31,6.87
10.48,1.26,6.90
10.49,1.21,6.86
10.50,1.15,6.81
10.52,1.10,6.71
10.53,1.08,6.65
10.54,1.04,6.72
10.55,1.01,6.74
10.56,0.96,6.75
10.57,0.91,6.67
10.59,0.87,6.59
10.60,0.84,6.58
10.61,0.81,6.56
10.62,0.77,6.61
10.64,0.74,6.60
10.65,0.70,6.57
10.66,0.66,6.51
10.67,0.64,6.47
10.68,0.60,6.50
10.70,0.58,6.45
10.71,0.54,6.46
10.72,0.52,6.38
10.73,0.49,6.40
10.74,0.47,6.39
10.76,0.46,6.38
10.77,0.43,6.45
10.78,0.41,6.41
10.79,0.38,6.38
10.81,0.36,6.35
10.82,0.35,6.32
10.83,0.33,6.34
10.84,0.32,6.36
10.85,0.30,6.38
10.86,0.29,6.31
10.88,0.25,6.31
10.89,0.25,6.16
10.90,0.24,6.23
10.91,0.24,6.21
10.93,0.22,6.25
10.94,0.21,6.23
10.95,0.20,6.19
10.96,0.18,6.15
10.97,0.19,6.02
10.99,0.19,6.11
11.00,0.18,6.12
11.01,0.16,6.06
11.02,0.16,5.98
11.03,0.15,5.97
11.05,0.16,5.88
11.06,0.15,5.94
11.07,0.16,5.83
11.08,0.18,5.87
11.10,0.16,5.90
11.11,0.16,5.78
11.12,0.16,5.73
11.13,0.18,5.67
11.14,0.18,5.68
11.15,0.18,5.60
11.17,0.19,5.52
11.18,0.20,5.51
11.19,0.20,5.49
11.20,0.21,5.39
11.22,0.22,5.36
11.23,0.24,5.33
11.24,0.24,5.28
11.25,0.24,5.16
11.27,0.26,5.03
11.28,0.27,5.03
11.29,0.27,4.97
11.30,0.29,4.83
11.31,0.31,4.75
11.32,0.35,4.73
11.34,0.37,4.79
11.35,0.42,4.77
11.36,0.44,4.90
11.37,0.44,4.85
11.39,0.47,4.67
11.40,0.51,4.62
11.41,0.55,4.63
11.42,0.60,4.72
11.43,0.64,4.83
11.45,0.64,4.84
11.46,0.66,4.60
11.47,0.71,4.53
11.48,0.76,4.59
11.49,0.81,4.66
11.51,0.85,4.72
11.52,0.87,4.70
11.53,0.88,4.60
11.54,0.93,4.40
11.55,1.01,4.46
11.57,1.06,4.64
11.58,1.08,4.65
11.59,1.10,4.54
11.60,1.15,4.41
11.61,1.21,4.43
11.63,1.26,4.52
11.64,1.30,4.53
11.65,1.34,4.47
11.66,1.36,4.38
11.68,1.42,4.23
11.69,1.50,4.33
11.70,1.54,4.47
11.71,1.57,4.44
11.72,1.59,4.28
11.74,1.67,4.12
11.75,1.73,4.23
11.76,1.78,4.31
11.77,1.83,4.29
11.78,1.85,4.26
11.80,1.91,4.06
11.81,1.97,4.11
11.82,2.03,4.18
11.83,2.08,4.19
11.85,2.13,4.16
11.86,2.18,4.13
11.87,2.23,4.09
11.88,2.29,4.02
11.89,2.36,4.08
11.91,2.42,4.19
11.92,2.47,4.19
11.93,2.52,4.15
11.94,2.56,4.11
11.95,2.63,4.02
11.97,2.69,4.09
11.98,2.74,4.12
11.99,2.80,4.07
12.00,2.85,4.07
12.01,2.93,4.03
12.03,2.99,4.16
12.04,3.02,4.18
12.05,3.10,4.04
12.06,3.16,4.14
12.07,3.22,4.17
12.09,3.27,4.20
12.10,3.32,4.15
12.11,3.35,4.11
12.12,3.41,3.99
12.14,3.49,4.00
12.15,3.56,4.11
12.16,3.61,4.24
12.17,3.65,4.18
12.18,3.70,4.07
12.20,3.77,4.04
12.21,3.83,4.16
12.22,3.87,4.20
12.23,3.93,4.10
12.24,3.98,4.15
12.26,4.04,4.13
12.27,4.09,4.15
12.28,4.12,4.16
12.29,4.18,4.07
12.31,4.23,4.11
12.32,4.29,4.10
12.33,4.33,4.17
12.34,4.39,4.09
12.35,4.45,4.16
12.36,4.49,4.24
12.38,4.53,4.17
12.39,4.56,4.08
12.40,4.62,4.03
12.41,4.67,4.14
12.43,4.72,4.16
12.44,4.76,4.16
12.45,4.81,4.12
12.46,4.84,4.15
12.47,4.87,4.12
12.49,4.93,4.01
12.50,4.98,4.13
12.51,5.03,4.18
12.52,5.06,4.22
12.53,5.08,4.20
12.55,5.12,4.07
12.56,5.16,4.12
12.57,5.20,4.12
12.58,5.25,4.12
12.60,5.27,4.21
12.61,5.31,4.15
12.62,5.33,4.17
12.63,5.37,4.12
12.64,5.39,4.14
12.66,5.42,4.10
12.67,5.45,4.07
12.68,5.49,4.13
12.69,5.53,4.17
12.70,5.56,4.23
12.72,5.58,4.30
12.73,5.59,4.21
12.74,5.61,4.15
12.75,5.65,4.16
12.77,5.67,4.25
12.78,5.69,4.26
12.79,5.70,4.21
12.80,5.72,4.17
12.81,5.74,4.21
12.82,5.77,4.18
12.84,5.80,4.31
12.85,5.80,4.37
12.86,5.82,4.28
12.87,5.83,4.35
12.89,5.85,4.36
12.90,5.85,4.36
12.91,5.87,4.30
12.92,5.88,4.40
12.93,5.89,4.43
12.95,5.89,4.46
12.96,5.91,4.43
12.97,5.91,4.48
12.98,5.92,4.46
12.99,5.92,4.52
13.01,5.93,4.51
13.02,5.93,4.59
13.03,5.93,4.59
13.04,5.93,4.61
13.05,5.93,4.63
13.07,5.93,4.65
13.08,5.93,4.69
13.09,5.93,4.72
13.10,5.92,4.77
13.11,5.93,4.75
13.13,5.92,4.88
13.14,5.89,4.87
13.15,5.89,4.79
13.16,5.89,4.88
13.18,5.88,4.96
13.19,5.88,4.98
13.20,5.87,5.07
13.21,5.86,5.10
13.22,5.85,5.14
13.24,5.85,5.18
13.25,5.83,5.31
13.26,5.83,5.36
13.27,5.82,5.48
13.28,5.80,5.56
13.30,5.78,5.55
13.31,5.77,5.63
13.32,5.75,5.71
13.33,5.72,5.73
13.35,5.69,5.75
13.36,5.67,5.70
13.37,5.64,5.82
13.38,5.63,5.78
13.39,5.58,5.90
13.41,5.53,5.78
13.42,5.49,5.71
13.43,5.49,5.69
13.44,5.47,5.90
13.45,5.42,5.99
13.47,5.34,5.89
13.48,5.32,5.68
13.49,5.30,5.76
13.50,5.30,5.87
13.52,5.26,6.11
13.53,5.17,6.13
13.54,5.10,5.86
13.55,5.08,5.68
13.56,5.09,5.79
13.58,5.08,6.12
13.59,4.98,6.33
13.60,4.88,6.02
13.61,4.86,5.68
13.62,4.87,5.83
13.64,4.86,6.18
13.65,4.76,6.39
13.66,4.65,6.10
13.67,4.62,5.73
13.68,4.64,5.87
13.70,4.61,6.24
13.71,4.51,6.42
13.72,4.43,6.14
13.73,4.37,5.93
13.75,4.35,5.85
13.76,4.35,6.11
13.77,4.29,6.42
13.78,4.20,6.37
13.79,4.12,6.13
13.81,4.09,5.99
13.82,4.07,6.09
13.83,4.02,6.34
13.84,3.95,6.40
13.85,3.87,6.29
13.86,3.82,6.08
13.88,3.80,6.11
13.89,3.77,6.40
13.90,3.68,6.52
13.92,3.61,6.34
13.93,3.57,6.26
13.94,3.52,6.35
13.95,3.48,6.39
13.96,3.43,6.44
13.98,3.35,6.51
13.99,3.28,6.41
14.00,3.24,6.31
14.01,3.21,6.43
14.02,3.16,6.55
14.03,3.08,6.59
14.05,3.02,6.49
14.06,2.97,6.49
14.07,2.91,6.51
14.08,2.89,6.48
14.10,2.83,6.70
14.11,2.78,6.67
14.12,2.71,6.71
14.13,2.66,6.58
14.14,2.61,6.64
14.16,2.57,6.68
14.17,2.52,6.79
14.18,2.45,6.85
14.19,2.38,6.74
14.20,2.34,6.60
14.22,2.30,6.70
14.23,2.25,6.83
14.24,2.19,6.86
14.25,2.14,6.81
14.27,2.09,6.83
14.28,2.05,6.84
14.29,2.01,6.86
14.30,1.95,6.95
14.31,1.89,6.91
14.32,1.84,6.82
14.34,1.80,6.82
14.35,1.76,6.92
14.36,1.72,6.99
14.37,1.67,6.99
14.39,1.62,6.98
14.40,1.57,6.96
14.41,1.52,6.95
14.42,1.46,6.93
14.44,1.42,6.85
14.45,1.37,6.90
14.46,1.34,6.84
14.47,1.30,6.88
14.48,1.25,6.94
14.50,1.19,6.89
14.51,1.13,6.77
14.52,1.10,6.64
14.53,1.07,6.73
14.54,1.03,6.74
14.56,0.98,6.75
14.57,0.93,6.69
14.58,0.88,6.61
14.59,0.86,6.51
14.60,0.82,6.59
14.62,0.79,6.57
14.63,0.75,6.54
14.64,0.73,6.51
14.65,0.68,6.55
14.66,0.65,6.44
14.68,0.63,6.47
14.69,0.59,6.49
14.70,0.55,6.44
14.71,0.54,6.37
14.73,0.52,6.44
14.74,0.48,6.46
14.75,0.46,6.37
14.76,0.44,6.36
14.77,0.43,6.40
14.78,0.41,6.46
14.80,0.37,6.43
14.81,0.36,6.32
14.82,0.33,6.36
14.83,0.32,6.30
14.85,0.31,6.32
14.86,0.29,6.33
14.87,0.27,6.27
14.88,0.25,6.27
14.89,0.25,6.18
14.91,0.24,6.25
14.92,0.22,6.23
14.93,0.21,6.20
14.94,0.21,6.17
14.95,0.20,6.20
14.97,0.19,6.16
14.98,0.19,6.10
14.99,0.19,6.12
15.00,0.16,6.13
15.01,0.18,5.98
15.03,0.16,6.05
15.04,0.16,5.97
15.05,0.16,5.95
15.06,0.15,5.92
15.07,0.16,5.82
15.09,0.15,5.86
15.10,0.16,5.74
15.11,0.18,5.77
15.12,0.16,5.78
15.14,0.18,5.64
15.15,0.18,5.65
15.16,0.19,5.57
15.17,0.20,5.56
15.18,0.21,5.55
15.20,0.20,5.53
15.21,0.22,5.35
15.22,0.22,5.40
15.23,0.24,5.28
15.25,0.25,5.23
15.26,0.25,5.18
15.27,0.26,5.05
15.28,0.27,4.99
15.29,0.29,4.92
15.31,0.30,4.84
15.32,0.32,4.76
15.33,0.35,4.74
15.34,0.37,4.72
15.35,0.42,4.71
15.37,0.46,4.83
15.38,0.48,4.85
15.39,0.49,4.81
15.40,0.51,4.69
15.41,0.54,4.58
15.43,0.60,4.58
15.44,0.66,4.74
15.45,0.69,4.89
15.46,0.69,4.80
15.47,0.70,4.58
15.49,0.76,4.45
15.50,0.84,4.58
15.51,0.87,4.76
15.52,0.88,4.74
15.53,0.90,4.57
15.55,0.96,4.39
15.56,1.03,4.50
15.57,1.09,4.68
15.58,1.09,4.79
15.60,1.10,4.50
15.61,1.15,4.30
15.62,1.24,4.34
15.63,1.31,4.55
15.64,1.32,4.71
15.66,1.34,4.50
15.67,1.37,4.28
15.68,1.46,4.21
15.69,1.52,4.43
15.71,1.56,4.49
15.72,1.58,4.39
15.73,1.62,4.23
15.74,1.68,4.14
15.75,1.75,4.22
15.77,1.80,4.32
15.78,1.84,4.30
15.79,1.86,4.20
15.80,1.92,4.00
15.81,2.01,4.07
15.82,2.06,4.26
15.84,2.11,4.23
15.85,2.14,4.17
15.86,2.20,4.06
15.87,2.27,4.12
15.89,2.31,4.13
15.90,2.38,4.09
15.91,2.44,4.12
15.92,2.49,4.15
15.93,2.53,4.08
15.95,2.58,4.07
15.96,2.66,4.02
15.97,2.72,4.10
15.98,2.78,4.12
15.99,2.84,4.15
16.01,2.88,4.21
16.02,2.93,4.06
16.03,2.99,4.01
16.04,3.06,4.04
16.06,3.13,4.11
16.07,3.18,4.22
16.08,3.22,4.20
16.09,3.27,4.08
16.10,3.33,4.01
16.12,3.40,4.04
16.13,3.48,4.15
16.14,3.51,4.26
16.15,3.55,4.14
16.16,3.60,4.03
16.18,3.67,4.00
16.19,3.74,4.08
16.20,3.80,4.22
16.21,3.84,4.27
16.22,3.88,4.17
16.24,3.91,4.04
16.25,4.00,3.94
16.26,4.06,4.14
16.27,4.11,4.19
16.28,4.15,4.18
16.30,4.20,4.09
16.31,4.26,4.08
16.32,4.31,4.12
16.33,4.35,4.14
16.35,4.40,4.14
16.36,4.45,4.11
16.37,4.50,4.12
16.38,4.55,4.13
16.39,4.60,4.16
16.41,4.64,4.15
16.42,4.68,4.10
16.43,4.73,4.12
16.44,4.77,4.13
16.45,4.82,4.08
16.47,4.87,4.14
16.48,4.90,4.18
16.49,4.94,4.13
16.50,4.99,4.10
16.51,5.01,4.15
16.53,5.08,4.06
16.54,5.10,4.20
16.55,5.14,4.12
16.56,5.17,4.12
16.58,5.22,4.10
16.59,5.25,4.18
16.60,5.30,4.14
16.61,5.31,4.21
16.62,5.36,4.09
16.64,5.38,4.19
16.65,5.42,4.15
16.66,5.44,4.19
16.67,5.47,4.16
16.68,5.50,4.14
16.70,5.52,4.18
16.71,5.55,4.09
16.72,5.58,4.17
16.73,5.61,4.17
16.75,5.63,4.24
16.76,5.65,4.18
16.77,5.66,4.20
16.78,5.70,4.14
16.79,5.72,4.25
16.80,5.75,4.28
16.82,5.75,4.32
16.83,5.77,4.22
16.84,5.77,4.27
16.85,5.80,4.19
16.87,5.82,4.25
16.88,5.83,4.32
16.89,5.85,4.33
16.90,5.86,4.34
16.91,5.87,4.36
16.93,5.88,4.38
16.94,5.89,4.41
16.95,5.89,4.45
16.96,5.91,4.42
16.97,5.91,4.47
16.99,5.91,4.45
17.00,5.92,4.44
17.01,5.92,4.51
17.02,5.93,4.52
17.03,5.92,4.60
