time(s),p(kPa),Voltage(V)
5.56,5.44,5.50
5.57,5.43,5.54
5.59,5.41,5.57
5.60,5.41,5.59
5.61,5.39,5.64
5.62,5.37,5.67
5.64,5.36,5.69
5.65,5.32,5.73
5.66,5.31,5.74
5.67,5.28,5.77
5.68,5.26,5.80
5.70,5.22,5.83
5.71,5.20,5.84
5.72,5.16,5.86
5.73,5.12,5.88
5.74,5.09,5.89
5.75,5.05,5.91
5.77,5.01,5.92
5.78,4.98,5.94
5.79,4.93,5.96
5.80,4.89,5.96
5.82,4.84,5.98
5.83,4.81,5.98
5.84,4.77,6.00
5.85,4.72,6.02
5.86,4.68,6.03
5.88,4.62,6.04
5.89,4.59,6.04
5.90,4.55,6.05
5.91,4.50,6.08
5.92,4.45,6.08
5.94,4.39,6.09
5.95,4.35,6.09
5.96,4.32,6.11
5.97,4.26,6.13
5.98,4.22,6.12
6.00,4.18,6.14
6.01,4.13,6.16
6.02,4.07,6.17
6.03,4.02,6.17
6.04,3.99,6.18
6.05,3.94,6.19
6.07,3.89,6.20
6.08,3.84,6.21
6.09,3.80,6.22
6.10,3.74,6.23
6.12,3.71,6.23
6.13,3.66,6.25
6.14,3.61,6.26
6.15,3.56,6.26
6.16,3.51,6.27
6.18,3.48,6.28
6.19,3.43,6.29
6.20,3.38,6.30
6.21,3.34,6.30
6.22,3.29,6.32
6.24,3.26,6.32
6.25,3.21,6.34
6.26,3.15,6.35
6.27,3.11,6.34
6.28,3.06,6.35
6.30,3.02,6.35
6.31,2.99,6.37
6.32,2.95,6.38
6.33,2.90,6.39
6.34,2.88,6.40
6.36,2.83,6.42
6.37,2.78,6.42
6.38,2.75,6.42
6.39,2.71,6.44
6.41,2.67,6.44
6.42,2.62,6.45
6.43,2.58,6.44
6.44,2.55,6.45
6.45,2.50,6.46
6.46,2.47,6.46
6.48,2.44,6.47
6.49,2.41,6.48
6.50,2.36,6.50
6.51,2.31,6.49
6.52,2.29,6.48
6.54,2.25,6.49
6.55,2.22,6.49
6.56,2.18,6.49
6.57,2.14,6.49
6.59,2.11,6.49
6.60,2.09,6.49
6.61,2.05,6.51
6.62,2.03,6.49
6.63,2.00,6.52
6.64,1.96,6.51
6.66,1.94,6.50
6.67,1.90,6.51
6.68,1.87,6.50
6.69,1.84,6.51
6.71,1.80,6.49
6.72,1.79,6.48
6.73,1.75,6.50
6.74,1.72,6.48
6.75,1.69,6.47
6.76,1.67,6.47
6.78,1.64,6.46
6.79,1.63,6.46
6.80,1.59,6.47
6.81,1.58,6.45
6.82,1.54,6.45
6.84,1.53,6.43
6.85,1.48,6.43
6.86,1.46,6.40
6.87,1.45,6.39
6.89,1.42,6.39
6.90,1.40,6.37
6.91,1.37,6.36
6.92,1.35,6.34
6.93,1.32,6.33
6.95,1.30,6.31
6.96,1.29,6.29
6.97,1.26,6.28
6.98,1.23,6.26
6.99,1.23,6.23
7.01,1.20,6.23
7.02,1.18,6.20
7.03,1.17,6.18
7.04,1.15,6.16
7.05,1.12,6.15
7.07,1.13,6.11
7.08,1.10,6.11
7.09,1.09,6.08
7.10,1.07,6.06
7.11,1.06,6.03
7.13,1.06,6.01
7.14,1.04,6.00
7.15,1.02,5.97
7.16,1.02,5.94
7.17,1.02,5.92
7.19,1.01,5.91
7.20,1.01,5.88
7.21,1.01,5.86
7.22,0.99,5.84
7.23,0.99,5.81
7.25,0.98,5.79
7.26,0.98,5.76
7.27,0.98,5.74
7.28,0.98,5.72
7.29,0.98,5.69
7.31,0.97,5.67
7.32,0.97,5.63
7.33,0.98,5.60
7.34,0.99,5.59
7.36,0.98,5.57
7.37,0.99,5.53
7.38,1.01,5.51
7.39,1.01,5.49
7.40,1.01,5.46
7.41,1.02,5.43
7.43,1.01,5.41
7.44,1.02,5.36
7.45,1.03,5.33
7.46,1.04,5.31
7.48,1.04,5.29
7.49,1.04,5.25
7.50,1.06,5.21
7.51,1.06,5.18
7.52,1.06,5.14
7.53,1.06,5.10
7.55,1.07,5.06
7.56,1.07,5.03
7.57,1.08,4.98
7.58,1.09,4.95
7.60,1.09,4.92
7.61,1.10,4.87
7.62,1.12,4.84
7.63,1.13,4.81
7.64,1.15,4.77
7.66,1.17,4.75
7.67,1.18,4.71
7.68,1.21,4.68
7.69,1.23,4.66
7.70,1.25,4.62
7.72,1.29,4.60
7.73,1.32,4.59
7.74,1.36,4.57
7.75,1.40,4.55
7.76,1.42,4.54
7.78,1.46,4.51
7.79,1.50,4.49
7.80,1.53,4.48
7.81,1.56,4.46
7.82,1.61,4.43
7.84,1.64,4.42
7.85,1.68,4.41
7.86,1.72,4.39
7.87,1.75,4.37
7.88,1.80,4.35
7.90,1.84,4.34
7.91,1.89,4.33
7.92,1.92,4.32
7.93,1.97,4.30
7.94,2.01,4.29
7.96,2.06,4.27
7.97,2.09,4.26
7.98,2.16,4.25
7.99,2.19,4.24
8.00,2.25,4.23
8.02,2.29,4.23
8.03,2.34,4.21
8.04,2.40,4.20
8.05,2.45,4.21
8.06,2.49,4.20
8.08,2.56,4.18
8.09,2.61,4.20
8.10,2.66,4.19
8.11,2.71,4.19
8.13,2.75,4.18
8.14,2.80,4.17
8.15,2.85,4.17
8.16,2.90,4.16
8.17,2.96,4.15
8.18,3.01,4.16
8.20,3.07,4.16
8.21,3.15,4.16
8.22,3.19,4.18
8.23,3.24,4.18
8.25,3.29,4.17
8.26,3.34,4.17
8.27,3.39,4.16
8.28,3.45,4.16
8.29,3.50,4.17
8.31,3.56,4.17
8.32,3.61,4.18
8.33,3.66,4.18
8.34,3.71,4.18
8.35,3.77,4.18
8.36,3.80,4.19
8.38,3.85,4.18
8.39,3.90,4.18
8.40,3.95,4.18
8.41,4.00,4.18
8.43,4.05,4.19
8.44,4.09,4.19
8.45,4.13,4.18
8.46,4.18,4.19
8.47,4.23,4.20
8.48,4.28,4.20
8.50,4.33,4.21
8.51,4.38,4.22
8.52,4.43,4.23
8.53,4.45,4.24
8.55,4.49,4.22
8.56,4.54,4.22
8.57,4.59,4.24
8.58,4.62,4.25
8.59,4.65,4.25
8.60,4.68,4.24
8.62,4.72,4.24
8.63,4.77,4.25
8.64,4.79,4.26
8.65,4.83,4.26
8.67,4.87,4.27
8.68,4.90,4.27
8.69,4.94,4.28
8.70,4.97,4.29
8.71,5.01,4.29
8.73,5.03,4.31
8.74,5.06,4.30
8.75,5.08,4.31
8.76,5.10,4.30
8.77,5.14,4.31
8.78,5.16,4.32
8.80,5.19,4.33
8.81,5.21,4.34
8.82,5.22,4.34
8.83,5.26,4.34
8.85,5.27,4.36
8.86,5.30,4.36
8.87,5.32,4.37
8.88,5.33,4.38
8.89,5.36,4.38
8.91,5.37,4.40
8.92,5.39,4.40
8.93,5.41,4.42
8.94,5.42,4.42
8.95,5.44,4.43
8.97,5.44,4.45
8.98,5.47,4.45
8.99,5.48,4.47
9.00,5.49,4.48
9.02,5.50,4.49
9.03,5.50,4.50
9.04,5.52,4.51
9.05,5.53,4.52
9.06,5.54,4.54
9.07,5.55,4.55
9.09,5.55,4.57
9.10,5.55,4.58
9.11,5.56,4.59
9.12,5.58,4.61
9.14,5.58,4.63
9.15,5.58,4.64
9.16,5.59,4.66
9.17,5.58,4.68
9.18,5.58,4.68
9.19,5.58,4.70
9.21,5.59,4.72
9.22,5.59,4.75
9.23,5.59,4.77
9.24,5.59,4.78
9.26,5.59,4.80
9.27,5.58,4.83
9.28,5.58,4.84
9.29,5.59,4.86
9.30,5.58,4.90
9.32,5.56,4.91
9.33,5.56,4.93
9.34,5.56,4.95
9.35,5.55,4.98
9.36,5.54,5.00
9.38,5.54,5.02
9.39,5.54,5.05
9.40,5.53,5.08
9.41,5.52,5.10
9.42,5.52,5.12
9.44,5.50,5.15
9.45,5.50,5.18
9.46,5.50,5.22
9.47,5.49,5.25
9.48,5.49,5.28
9.50,5.48,5.32
9.51,5.48,5.34
9.52,5.47,5.38
9.53,5.45,5.41
9.54,5.45,5.44
9.56,5.45,5.48
9.57,5.44,5.53
9.58,5.43,5.56
9.59,5.42,5.59
9.60,5.41,5.62
9.62,5.38,5.66
9.63,5.37,5.68
9.64,5.33,5.71
9.65,5.32,5.72
9.66,5.30,5.76
9.68,5.27,5.78
9.69,5.23,5.81
9.70,5.20,5.83
9.71,5.17,5.84
9.72,5.14,5.86
9.74,5.11,5.88
9.75,5.08,5.91
9.76,5.03,5.92
9.77,4.99,5.92
9.78,4.94,5.94
9.80,4.90,5.95
9.81,4.88,5.96
9.82,4.83,5.99
9.83,4.78,6.00
9.85,4.75,6.00
9.86,4.71,6.02
9.87,4.66,6.04
9.88,4.61,6.05
9.89,4.57,6.05
9.90,4.53,6.07
9.92,4.48,6.08
9.93,4.43,6.09
9.94,4.38,6.09
9.95,4.34,6.10
9.97,4.29,6.12
9.98,4.24,6.13
9.99,4.20,6.14
10.00,4.15,6.15
10.01,4.11,6.15
10.02,4.05,6.17
10.04,4.00,6.17
10.05,3.95,6.18
10.06,3.93,6.18
10.07,3.87,6.21
10.09,3.82,6.21
10.10,3.77,6.22
10.11,3.72,6.23
10.12,3.68,6.23
10.13,3.63,6.25
10.15,3.59,6.26
10.16,3.55,6.27
10.17,3.50,6.29
10.18,3.45,6.30
10.19,3.40,6.30
10.21,3.35,6.30
10.22,3.32,6.31
10.23,3.26,6.33
10.24,3.22,6.32
10.26,3.18,6.34
10.27,3.13,6.35
10.28,3.10,6.35
10.29,3.05,6.37
10.30,3.00,6.38
10.31,2.96,6.37
10.33,2.91,6.39
10.34,2.86,6.39
10.35,2.83,6.39
10.36,2.79,6.40
10.38,2.74,6.41
10.39,2.72,6.41
10.40,2.68,6.43
10.41,2.63,6.44
10.42,2.60,6.44
10.44,2.56,6.45
10.45,2.52,6.46
10.46,2.49,6.46
10.47,2.45,6.47
10.48,2.41,6.48
10.50,2.38,6.48
10.51,2.34,6.49
10.52,2.30,6.49
10.53,2.25,6.49
10.55,2.23,6.48
10.56,2.19,6.49
10.57,2.17,6.49
10.58,2.11,6.51
10.59,2.08,6.48
10.60,2.06,6.49
10.62,2.02,6.50
10.63,2.00,6.49
10.64,1.96,6.50
10.65,1.94,6.50
10.67,1.92,6.50
10.68,1.89,6.52
10.69,1.84,6.51
10.70,1.81,6.49
10.72,1.79,6.49
10.73,1.75,6.49
10.74,1.73,6.48
10.75,1.70,6.48
10.76,1.68,6.47
10.77,1.64,6.47
10.79,1.62,6.46
10.80,1.59,6.45
10.81,1.57,6.45
10.82,1.54,6.44
10.84,1.52,6.43
10.85,1.50,6.42
10.86,1.47,6.41
10.87,1.43,6.40
10.88,1.42,6.37
10.90,1.40,6.37
10.91,1.37,6.36
10.92,1.35,6.34
10.93,1.32,6.32
10.94,1.30,6.31
10.96,1.29,6.29
10.97,1.26,6.28
10.98,1.24,6.26
10.99,1.21,6.24
11.00,1.20,6.21
11.02,1.19,6.20
11.03,1.18,6.19
11.04,1.15,6.17
11.05,1.14,6.15
11.06,1.12,6.13
11.08,1.10,6.10
11.09,1.09,6.08
11.10,1.08,6.06
11.11,1.07,6.04
11.13,1.06,6.02
11.14,1.04,6.00
11.15,1.03,5.97
11.16,1.02,5.95
11.17,1.02,5.92
11.19,1.02,5.91
11.20,1.01,5.89
11.21,0.99,5.86
11.22,1.01,5.83
11.23,0.99,5.83
11.25,0.98,5.79
11.26,0.98,5.76
11.27,0.99,5.74
11.28,0.98,5.73
11.29,0.99,5.69
11.31,0.98,5.68
11.32,0.98,5.64
11.33,0.98,5.61
11.34,0.98,5.59
11.35,0.99,5.56
11.37,0.99,5.54
11.38,1.01,5.51
11.39,1.01,5.49
11.40,1.01,5.46
11.42,1.01,5.42
11.43,1.02,5.39
11.44,1.02,5.37
11.45,1.02,5.33
11.46,1.03,5.29
11.48,1.04,5.27
11.49,1.03,5.25
11.50,1.04,5.19
11.51,1.06,5.16
11.52,1.06,5.14
11.54,1.07,5.09
11.55,1.08,5.07
11.56,1.08,5.04
11.57,1.07,4.99
11.59,1.09,4.93
11.60,1.10,4.91
11.61,1.10,4.88
11.62,1.12,4.83
11.63,1.13,4.80
11.65,1.15,4.76
11.66,1.17,4.74
11.67,1.19,4.70
11.68,1.21,4.68
11.69,1.24,4.66
11.71,1.28,4.63
11.72,1.31,4.61
11.73,1.32,4.60
11.74,1.36,4.56
11.75,1.39,4.54
11.77,1.43,4.52
11.78,1.46,4.51
11.79,1.50,4.48
11.80,1.53,4.47
11.81,1.57,4.45
11.83,1.61,4.43
11.84,1.64,4.41
11.85,1.69,4.39
11.86,1.72,4.39
11.88,1.76,4.36
11.89,1.80,4.35
11.90,1.85,4.33
11.91,1.89,4.32
11.92,1.94,4.30
11.94,1.98,4.30
11.95,2.02,4.29
11.96,2.07,4.27
11.97,2.12,4.26
11.98,2.16,4.25
12.00,2.22,4.24
12.01,2.27,4.24
12.02,2.31,4.23
12.03,2.35,4.22
12.04,2.40,4.20
12.06,2.46,4.19
12.07,2.52,4.20
12.08,2.57,4.20
12.09,2.62,4.19
12.10,2.67,4.18
12.12,2.72,4.18
12.13,2.77,4.17
12.14,2.82,4.16
12.15,2.88,4.16
12.17,2.91,4.16
12.18,2.97,4.14
12.19,3.05,4.15
12.20,3.10,4.17
12.21,3.16,4.16
12.23,3.22,4.17
12.24,3.27,4.18
12.25,3.32,4.18
12.26,3.37,4.17
12.27,3.41,4.17
12.29,3.46,4.16
12.30,3.52,4.16
12.31,3.59,4.17
12.32,3.62,4.18
12.34,3.67,4.17
12.35,3.73,4.16
12.36,3.79,4.18
12.37,3.84,4.19
12.38,3.89,4.19
12.40,3.94,4.19
12.41,3.99,4.20
12.42,4.02,4.20
12.43,4.06,4.19
12.44,4.12,4.18
12.46,4.17,4.20
12.47,4.21,4.21
12.48,4.26,4.20
12.49,4.31,4.21
12.50,4.34,4.21
12.52,4.40,4.21
12.53,4.44,4.23
12.54,4.48,4.23
12.55,4.51,4.23
12.56,4.56,4.23
12.58,4.61,4.24
12.59,4.64,4.25
12.60,4.67,4.24
12.61,4.71,4.25
12.62,4.73,4.25
12.64,4.78,4.24
12.65,4.79,4.26
12.66,4.84,4.24
12.67,4.89,4.26
12.69,4.93,4.28
12.70,4.95,4.29
12.71,4.98,4.29
12.72,5.01,4.29
12.73,5.05,4.30
12.75,5.08,4.31
12.76,5.10,4.31
12.77,5.12,4.31
12.78,5.14,4.32
12.79,5.16,4.31
12.81,5.20,4.32
12.82,5.22,4.34
12.83,5.25,4.34
12.84,5.27,4.35
12.85,5.28,4.36
12.87,5.31,4.36
12.88,5.33,4.37
12.89,5.36,4.39
12.90,5.37,4.40
12.91,5.38,4.40
12.93,5.41,4.41
12.94,5.42,4.43
12.95,5.44,4.43
12.96,5.44,4.45
12.98,5.45,4.45
12.99,5.47,4.46
13.00,5.49,4.47
13.01,5.49,4.49
13.02,5.50,4.49
13.03,5.52,4.51
13.05,5.53,4.52
13.06,5.54,4.54
13.07,5.54,4.55
13.08,5.55,4.56
13.10,5.55,4.58
13.11,5.56,4.59
13.12,5.56,4.61
13.13,5.56,4.62
13.15,5.58,4.63
13.16,5.58,4.65
13.17,5.58,4.67
13.18,5.59,4.68
13.19,5.59,4.71
13.21,5.58,4.73
13.22,5.59,4.73
13.23,5.58,4.76
13.24,5.59,4.77
13.25,5.59,4.80
13.27,5.58,4.82
13.28,5.58,4.83
13.29,5.58,4.86
13.30,5.56,4.88
13.31,5.56,4.89
13.33,5.56,4.92
13.34,5.56,4.95
13.35,5.55,4.98
13.36,5.54,4.99
13.37,5.54,5.01
13.39,5.54,5.04
13.40,5.53,5.07
13.41,5.52,5.10
13.42,5.52,5.12
13.43,5.50,5.15
13.45,5.50,5.17
13.46,5.49,5.21
13.47,5.48,5.24
13.48,5.49,5.26
13.50,5.48,5.31
13.51,5.47,5.34
13.52,5.47,5.37
13.53,5.47,5.41
13.54,5.45,5.45
13.56,5.44,5.48
13.57,5.44,5.51
13.58,5.42,5.56
13.59,5.41,5.58
13.60,5.41,5.61
13.62,5.38,5.66
13.63,5.36,5.68
13.64,5.33,5.70
13.65,5.32,5.72
13.67,5.30,5.76
13.68,5.27,5.79
13.69,5.23,5.81
13.70,5.21,5.82
13.71,5.16,5.85
13.73,5.14,5.85
13.74,5.10,5.88
13.75,5.08,5.89
13.76,5.04,5.92
13.77,4.99,5.94
13.79,4.94,5.94
13.80,4.92,5.95
13.81,4.87,5.98
13.82,4.83,5.98
13.83,4.78,6.00
13.85,4.75,6.01
13.86,4.70,6.03
13.87,4.65,6.03
13.88,4.61,6.04
13.89,4.56,6.06
13.91,4.51,6.07
13.92,4.46,6.07
13.93,4.43,6.08
13.94,4.38,6.10
13.96,4.34,6.11
13.97,4.29,6.13
13.98,4.23,6.14
13.99,4.18,6.13
14.00,4.13,6.14
14.02,4.10,6.15
14.03,4.05,6.17
14.04,4.00,6.18
14.05,3.95,6.19
14.06,3.91,6.20
14.07,3.85,6.21
14.09,3.80,6.21
14.10,3.76,6.22
14.11,3.72,6.23
14.12,3.67,6.24
14.14,3.62,6.25
14.15,3.57,6.26
14.16,3.52,6.26
14.17,3.48,6.27
14.18,3.44,6.28
14.20,3.39,6.29
14.21,3.35,6.30
14.22,3.30,6.32
14.23,3.26,6.32
14.24,3.21,6.33
14.26,3.17,6.33
14.27,3.13,6.35
14.28,3.07,6.36
14.29,3.04,6.35
14.31,3.00,6.37
14.32,2.95,6.38
14.33,2.90,6.38
14.34,2.85,6.38
14.35,2.83,6.39
14.36,2.78,6.41
14.38,2.74,6.41
14.39,2.71,6.42
14.40,2.66,6.43
14.41,2.62,6.43
14.43,2.58,6.44
14.44,2.55,6.44
14.45,2.50,6.45
14.46,2.47,6.45
14.48,2.42,6.46
14.49,2.40,6.46
14.50,2.36,6.47
14.51,2.33,6.48
14.52,2.29,6.48
14.53,2.27,6.49
14.55,2.23,6.50
14.56,2.19,6.50
14.57,2.16,6.50
14.58,2.12,6.50
14.60,2.09,6.50
14.61,2.06,6.51
14.62,2.02,6.50
14.63,1.98,6.50
14.64,1.96,6.49
14.66,1.92,6.50
14.67,1.89,6.50
14.68,1.86,6.49
14.69,1.84,6.49
14.70,1.80,6.49
14.72,1.78,6.48
14.73,1.75,6.48
14.74,1.73,6.48
14.75,1.69,6.48
14.77,1.68,6.47
14.78,1.64,6.48
14.79,1.61,6.46
14.80,1.58,6.44
14.81,1.54,6.43
14.82,1.53,6.42
14.84,1.52,6.42
14.85,1.48,6.42
14.86,1.47,6.40
14.87,1.45,6.40
14.89,1.41,6.39
14.90,1.39,6.36
14.91,1.37,6.35
14.92,1.34,6.34
14.93,1.32,6.31
14.95,1.30,6.31
14.96,1.28,6.29
14.97,1.25,6.27
14.98,1.24,6.25
14.99,1.21,6.24
15.01,1.19,6.21
15.02,1.18,6.19
15.03,1.17,6.18
15.04,1.15,6.16
15.05,1.13,6.15
15.07,1.10,6.12
15.08,1.10,6.09
15.09,1.09,6.08
15.10,1.08,6.06
15.11,1.06,6.04
15.13,1.06,6.01
15.14,1.03,6.00
15.15,1.03,5.96
15.16,1.02,5.95
15.18,1.02,5.92
15.19,1.02,5.91
15.20,0.99,5.89
15.21,0.99,5.85
15.22,0.99,5.83
15.24,0.99,5.81
15.25,0.98,5.79
15.26,0.98,5.76
15.27,0.98,5.74
15.28,0.98,5.71
15.30,0.97,5.69
15.31,0.98,5.65
15.32,0.98,5.64
15.33,0.98,5.61
15.35,0.99,5.58
15.36,0.98,5.56
15.37,0.98,5.53
15.38,0.99,5.49
15.39,0.99,5.47
15.41,1.01,5.44
15.42,1.02,5.42
15.43,1.02,5.40
15.44,1.02,5.36
15.45,1.03,5.33
15.47,1.03,5.30
15.48,1.03,5.26
15.49,1.06,5.23
15.50,1.06,5.21
15.51,1.04,5.17
15.53,1.06,5.12
15.54,1.06,5.09
15.55,1.07,5.04
15.56,1.08,5.02
15.57,1.08,4.99
15.59,1.08,4.94
15.60,1.10,4.89
15.61,1.10,4.87
15.62,1.13,4.83
15.64,1.14,4.80
15.65,1.15,4.77
15.66,1.18,4.73
15.67,1.19,4.71
15.68,1.21,4.67
15.69,1.23,4.65
15.71,1.28,4.61
15.72,1.30,4.60
15.73,1.34,4.58
15.74,1.36,4.57
15.76,1.40,4.54
15.77,1.42,4.52
15.78,1.46,4.49
15.79,1.50,4.48
15.80,1.53,4.46
15.82,1.57,4.44
15.83,1.62,4.42
15.84,1.64,4.42
15.85,1.69,4.38
15.86,1.73,4.38
15.88,1.76,4.36
15.89,1.81,4.34
15.90,1.86,4.33
15.91,1.91,4.33
15.93,1.95,4.32
15.94,1.98,4.30
15.95,2.03,4.28
15.96,2.07,4.27
15.97,2.12,4.25
15.98,2.17,4.24
16.00,2.22,4.24
16.01,2.27,4.23
16.02,2.31,4.22
16.03,2.38,4.21
16.05,2.42,4.22
16.06,2.46,4.21
16.07,2.52,4.19
16.08,2.57,4.19
16.09,2.62,4.19
16.11,2.67,4.17
16.12,2.72,4.17
16.13,2.78,4.16
16.14,2.84,4.17
16.15,2.89,4.17
16.17,2.96,4.17
16.18,3.01,4.18
16.19,3.06,4.18
16.20,3.11,4.17
16.22,3.16,4.17
16.23,3.21,4.16
16.24,3.26,4.15
16.25,3.32,4.16
16.26,3.38,4.16
16.28,3.44,4.17
16.29,3.48,4.18
16.30,3.54,4.16
16.31,3.60,4.17
16.32,3.65,4.19
16.34,3.68,4.18
16.35,3.74,4.17
16.36,3.79,4.18
16.37,3.84,4.19
16.38,3.88,4.19
16.40,3.94,4.17
16.41,3.99,4.19
16.42,4.02,4.19
16.43,4.07,4.19
16.44,4.12,4.19
16.46,4.18,4.19
16.47,4.22,4.21
16.48,4.27,4.20
16.49,4.32,4.21
16.50,4.35,4.22
16.52,4.39,4.22
16.53,4.45,4.21
16.54,4.48,4.23
16.55,4.51,4.22
16.57,4.56,4.22
16.58,4.60,4.23
16.59,4.64,4.23
16.60,4.67,4.24
16.61,4.71,4.24
16.63,4.76,4.24
16.64,4.79,4.26
16.65,4.83,4.27
16.66,4.86,4.27
16.67,4.89,4.27
16.69,4.92,4.28
16.70,4.95,4.27
16.71,4.99,4.28
16.72,5.01,4.29
16.73,5.04,4.29
16.75,5.06,4.30
16.76,5.10,4.30
16.77,5.12,4.31
16.78,5.14,4.31
16.79,5.17,4.31
16.81,5.20,4.33
16.82,5.22,4.33
16.83,5.23,4.34
16.84,5.27,4.34
16.86,5.30,4.36
16.87,5.32,4.37
16.88,5.33,4.38
16.89,5.34,4.39
16.90,5.38,4.39
16.92,5.38,4.41
16.93,5.39,4.41
16.94,5.41,4.41
16.95,5.43,4.42
16.96,5.44,4.44
16.98,5.45,4.45
16.99,5.48,4.46
17.00,5.49,4.48
17.01,5.50,4.49
17.03,5.52,4.50
