time(s),p(kPa),Voltage(V)
9.73,4.57,6.04
9.74,4.55,6.02
9.75,4.51,6.10
9.77,4.45,6.15
9.78,4.42,6.11
9.79,4.35,6.17
9.80,4.31,6.15
9.81,4.27,6.16
9.83,4.21,6.23
9.84,4.15,6.20
9.85,4.10,6.18
9.86,4.05,6.19
9.87,4.00,6.23
9.89,3.95,6.23
9.90,3.91,6.25
9.91,3.87,6.32
9.92,3.78,6.34
9.93,3.74,6.24
9.95,3.68,6.30
9.96,3.63,6.30
9.97,3.59,6.32
9.98,3.55,6.33
10.00,3.50,6.39
10.01,3.44,6.43
10.02,3.38,6.41
10.03,3.32,6.40
10.04,3.26,6.39
10.06,3.22,6.37
10.07,3.17,6.43
10.08,3.12,6.45
10.09,3.07,6.49
10.10,3.02,6.50
10.12,2.96,6.52
10.13,2.93,6.52
10.14,2.86,6.57
10.15,2.80,6.56
10.16,2.77,6.52
10.18,2.72,6.59
10.19,2.66,6.61
10.20,2.61,6.59
10.21,2.57,6.62
10.22,2.52,6.67
10.24,2.47,6.67
10.25,2.41,6.68
10.26,2.38,6.67
10.27,2.33,6.71
10.28,2.28,6.72
10.30,2.23,6.73
10.31,2.18,6.73
10.32,2.13,6.74
10.33,2.09,6.74
10.35,2.05,6.79
10.36,2.00,6.78
10.37,1.94,6.78
10.38,1.90,6.75
10.39,1.86,6.78
10.41,1.83,6.81
10.42,1.79,6.83
10.43,1.74,6.86
10.44,1.70,6.85
10.46,1.65,6.87
10.47,1.61,6.86
10.48,1.57,6.84
10.49,1.52,6.85
10.50,1.47,6.82
10.52,1.43,6.81
10.53,1.39,6.82
10.54,1.35,6.78
10.55,1.31,6.79
10.56,1.26,6.79
10.57,1.23,6.75
10.59,1.18,6.75
10.60,1.14,6.71
10.61,1.09,6.70
10.62,1.07,6.65
10.64,1.02,6.68
10.65,0.98,6.63
10.66,0.95,6.61
10.67,0.92,6.58
10.68,0.87,6.60
10.70,0.84,6.53
10.71,0.81,6.50
10.72,0.77,6.50
10.73,0.75,6.47
10.74,0.73,6.46
10.76,0.68,6.46
10.77,0.66,6.38
10.78,0.63,6.41
10.79,0.60,6.36
10.81,0.59,6.33
10.82,0.57,6.36
10.83,0.54,6.33
10.84,0.52,6.30
10.85,0.49,6.28
10.86,0.48,6.24
10.88,0.47,6.24
10.89,0.46,6.24
10.90,0.43,6.24
10.91,0.43,6.19
10.93,0.41,6.21
10.94,0.38,6.16
10.95,0.38,6.11
10.96,0.37,6.12
10.98,0.36,6.10
10.99,0.36,6.07
11.00,0.33,6.08
11.01,0.33,6.00
11.02,0.33,6.00
11.03,0.32,6.00
11.05,0.31,5.95
11.06,0.31,5.91
11.07,0.31,5.89
11.08,0.31,5.88
11.10,0.31,5.85
11.11,0.31,5.83
11.12,0.31,5.80
11.13,0.31,5.77
11.14,0.31,5.74
11.16,0.32,5.70
11.17,0.32,5.70
11.18,0.32,5.66
11.19,0.32,5.61
11.20,0.33,5.56
11.22,0.35,5.55
11.23,0.35,5.53
11.24,0.35,5.47
11.25,0.35,5.41
11.27,0.37,5.35
11.28,0.37,5.35
11.29,0.37,5.28
11.30,0.38,5.20
11.31,0.41,5.16
11.32,0.41,5.16
11.34,0.42,5.08
11.35,0.42,5.03
11.36,0.43,4.93
11.37,0.44,4.88
11.39,0.47,4.83
11.40,0.48,4.81
11.41,0.51,4.74
11.42,0.53,4.71
11.43,0.57,4.68
11.45,0.60,4.70
11.46,0.64,4.69
11.47,0.68,4.69
11.48,0.71,4.69
11.50,0.75,4.67
11.51,0.79,4.66
11.52,0.81,4.66
11.53,0.84,4.62
11.54,0.88,4.55
11.56,0.93,4.57
11.57,0.98,4.59
11.58,1.02,4.61
11.59,1.04,4.58
11.60,1.08,4.52
11.62,1.13,4.50
11.63,1.18,4.49
11.64,1.21,4.50
11.65,1.26,4.48
11.66,1.31,4.47
11.68,1.34,4.47
11.69,1.40,4.40
11.70,1.42,4.43
11.71,1.48,4.35
11.72,1.52,4.38
11.74,1.57,4.34
11.75,1.62,4.32
11.76,1.65,4.31
11.77,1.72,4.28
11.78,1.74,4.30
11.80,1.79,4.20
11.81,1.85,4.19
11.82,1.90,4.21
11.83,1.95,4.18
11.85,2.01,4.18
11.86,2.06,4.20
11.87,2.11,4.18
11.88,2.16,4.14
11.89,2.22,4.12
11.91,2.27,4.16
11.92,2.31,4.12
11.93,2.38,4.10
11.94,2.45,4.11
11.96,2.50,4.16
11.97,2.55,4.13
11.98,2.60,4.12
11.99,2.66,4.10
12.00,2.72,4.10
12.02,2.78,4.11
12.03,2.84,4.12
12.04,2.89,4.14
12.05,2.94,4.11
12.06,2.99,4.09
12.08,3.05,4.07
12.09,3.11,4.07
12.10,3.18,4.09
12.11,3.26,4.15
12.12,3.29,4.20
12.14,3.33,4.13
12.15,3.39,4.08
12.16,3.46,4.10
12.17,3.51,4.15
12.18,3.56,4.13
12.20,3.63,4.12
12.21,3.68,4.17
12.22,3.73,4.15
12.23,3.78,4.13
12.24,3.84,4.13
12.26,3.88,4.16
12.27,3.94,4.10
12.28,4.00,4.13
12.29,4.06,4.16
12.31,4.10,4.19
12.32,4.15,4.15
12.33,4.20,4.14
12.34,4.23,4.14
12.35,4.29,4.09
12.36,4.35,4.14
12.38,4.42,4.18
12.39,4.44,4.21
12.40,4.49,4.15
12.41,4.54,4.15
12.43,4.57,4.17
12.44,4.62,4.14
12.45,4.66,4.16
12.46,4.71,4.14
12.48,4.76,4.14
12.49,4.81,4.16
12.50,4.84,4.20
12.51,4.88,4.19
12.52,4.90,4.17
12.53,4.95,4.12
12.55,5.00,4.16
12.56,5.04,4.18
12.57,5.08,4.19
12.58,5.10,4.19
12.60,5.15,4.16
12.61,5.17,4.20
12.62,5.21,4.17
12.63,5.25,4.19
12.64,5.28,4.20
12.66,5.31,4.22
12.67,5.33,4.21
12.68,5.37,4.19
12.69,5.38,4.22
12.70,5.42,4.18
12.72,5.45,4.21
12.73,5.48,4.24
12.74,5.52,4.24
12.75,5.54,4.28
12.77,5.55,4.29
12.78,5.56,4.26
12.79,5.60,4.24
12.80,5.61,4.29
12.81,5.64,4.27
12.82,5.66,4.30
12.84,5.67,4.32
12.85,5.70,4.32
12.86,5.71,4.35
12.87,5.72,4.34
12.89,5.74,4.35
12.90,5.76,4.35
12.91,5.77,4.40
12.92,5.78,4.41
12.93,5.80,4.42
12.95,5.80,4.44
12.96,5.82,4.42
12.97,5.82,4.48
12.98,5.82,4.47
13.00,5.83,4.47
13.01,5.85,4.50
13.02,5.85,4.54
13.03,5.86,4.54
13.04,5.86,4.58
13.06,5.87,4.59
13.07,5.87,4.64
13.08,5.87,4.66
13.09,5.86,4.68
13.10,5.87,4.67
13.12,5.87,4.73
13.13,5.87,4.76
13.14,5.86,4.79
13.15,5.86,4.79
13.16,5.85,4.83
13.18,5.86,4.83
13.19,5.85,4.92
13.20,5.85,4.93
13.21,5.82,4.98
13.22,5.83,4.96
13.24,5.82,5.05
13.25,5.81,5.08
13.26,5.81,5.11
13.27,5.81,5.17
13.28,5.80,5.24
13.30,5.80,5.28
13.31,5.78,5.35
13.32,5.77,5.39
13.33,5.76,5.44
13.35,5.76,5.48
13.36,5.75,5.57
13.37,5.72,5.63
13.38,5.71,5.65
13.39,5.69,5.71
13.41,5.65,5.73
13.42,5.64,5.72
13.43,5.60,5.78
13.44,5.58,5.78
13.46,5.54,5.82
13.47,5.50,5.82
13.48,5.45,5.83
13.49,5.43,5.78
13.50,5.39,5.84
13.52,5.36,5.85
13.53,5.32,5.86
13.54,5.30,5.88
13.55,5.26,5.92
13.56,5.21,5.94
13.58,5.16,5.93
13.59,5.12,5.92
13.60,5.09,5.95
13.61,5.05,5.97
13.62,4.99,6.00
13.64,4.95,5.96
13.65,4.90,5.99
13.66,4.86,5.99
13.67,4.81,6.00
13.68,4.78,5.99
13.70,4.73,6.06
13.71,4.68,6.08
13.72,4.65,6.08
13.73,4.60,6.13
13.75,4.54,6.12
13.76,4.48,6.11
13.77,4.44,6.08
13.78,4.39,6.13
13.79,4.34,6.15
13.81,4.29,6.17
13.82,4.24,6.17
13.83,4.20,6.18
13.84,4.15,6.21
13.85,4.10,6.23
13.86,4.04,6.25
13.88,3.98,6.22
13.89,3.91,6.21
13.90,3.88,6.20
13.92,3.83,6.25
13.93,3.78,6.29
13.94,3.73,6.31
13.95,3.68,6.32
13.96,3.62,6.34
13.98,3.57,6.34
13.99,3.51,6.37
14.00,3.46,6.35
14.01,3.40,6.39
14.02,3.37,6.36
14.03,3.30,6.42
14.05,3.26,6.41
14.06,3.19,6.44
14.07,3.15,6.43
14.08,3.10,6.44
14.10,3.05,6.47
14.11,3.00,6.49
14.12,2.95,6.52
14.13,2.89,6.54
14.14,2.85,6.52
14.16,2.80,6.57
14.17,2.73,6.59
14.18,2.69,6.55
14.19,2.64,6.60
14.20,2.58,6.61
14.22,2.55,6.58
14.23,2.51,6.65
14.24,2.45,6.70
14.25,2.40,6.67
14.27,2.34,6.70
14.28,2.29,6.66
14.29,2.25,6.66
14.30,2.22,6.71
14.31,2.17,6.76
14.32,2.12,6.76
14.34,2.08,6.75
14.35,2.03,6.80
14.36,1.98,6.80
14.37,1.94,6.80
14.39,1.89,6.79
14.40,1.86,6.79
14.41,1.81,6.85
14.42,1.75,6.84
14.44,1.72,6.81
14.45,1.68,6.83
14.46,1.63,6.84
14.47,1.61,6.82
14.48,1.56,6.88
14.50,1.52,6.86
14.51,1.47,6.87
14.52,1.42,6.86
14.53,1.36,6.82
14.54,1.34,6.75
14.56,1.29,6.79
14.57,1.25,6.76
14.58,1.20,6.76
14.59,1.17,6.71
14.60,1.13,6.71
14.62,1.08,6.70
14.63,1.03,6.65
14.64,1.01,6.60
14.65,0.97,6.62
14.66,0.92,6.60
14.68,0.90,6.54
14.69,0.86,6.55
14.70,0.82,6.53
14.71,0.80,6.50
14.73,0.77,6.49
14.74,0.74,6.50
14.75,0.71,6.46
14.76,0.68,6.45
14.77,0.65,6.40
14.78,0.63,6.39
14.80,0.60,6.38
14.81,0.59,6.36
14.82,0.55,6.38
14.83,0.53,6.31
14.85,0.51,6.28
14.86,0.49,6.25
14.87,0.49,6.26
14.88,0.47,6.29
14.89,0.44,6.25
14.91,0.43,6.21
14.92,0.42,6.20
14.93,0.41,6.19
14.94,0.40,6.17
14.95,0.38,6.15
14.97,0.37,6.13
14.98,0.36,6.10
14.99,0.35,6.07
15.00,0.33,6.04
15.01,0.32,6.00
15.03,0.33,5.97
15.04,0.32,6.00
15.05,0.32,5.95
15.06,0.31,5.94
15.08,0.31,5.89
15.09,0.31,5.87
15.10,0.31,5.85
15.11,0.30,5.82
15.12,0.31,5.76
15.14,0.31,5.76
15.15,0.32,5.73
15.16,0.32,5.73
15.17,0.32,5.68
15.18,0.32,5.64
15.20,0.32,5.59
15.21,0.33,5.54
15.22,0.35,5.53
15.23,0.35,5.51
15.25,0.35,5.44
15.26,0.36,5.38
15.27,0.37,5.35
15.28,0.37,5.32
15.29,0.38,5.25
15.31,0.38,5.21
15.32,0.41,5.14
15.33,0.41,5.12
15.34,0.42,5.04
15.35,0.42,5.00
15.37,0.43,4.91
15.38,0.46,4.85
15.39,0.47,4.83
15.40,0.49,4.77
15.41,0.53,4.74
15.43,0.55,4.75
15.44,0.58,4.72
15.45,0.62,4.69
15.46,0.64,4.68
15.47,0.66,4.64
15.49,0.71,4.61
15.50,0.75,4.64
15.51,0.81,4.62
15.52,0.85,4.69
15.53,0.87,4.67
15.55,0.90,4.62
15.56,0.93,4.57
15.57,0.97,4.55
15.58,1.03,4.53
15.60,1.06,4.57
15.61,1.12,4.50
15.62,1.15,4.56
15.63,1.19,4.52
15.64,1.23,4.49
15.66,1.26,4.45
15.67,1.31,4.42
15.68,1.36,4.42
15.69,1.41,4.42
15.71,1.46,4.42
15.72,1.50,4.40
15.73,1.54,4.36
15.74,1.58,4.35
15.75,1.63,4.32
15.77,1.67,4.29
15.78,1.72,4.25
15.79,1.78,4.24
15.80,1.83,4.25
15.81,1.87,4.24
15.82,1.92,4.23
15.84,1.97,4.21
15.85,2.02,4.18
15.86,2.07,4.16
15.87,2.12,4.15
15.89,2.18,4.13
15.90,2.23,4.14
15.91,2.29,4.12
15.92,2.35,4.14
15.93,2.40,4.14
15.95,2.46,4.13
15.96,2.51,4.15
15.97,2.56,4.11
15.98,2.62,4.09
16.00,2.67,4.10
16.01,2.73,4.08
16.02,2.79,4.09
16.03,2.85,4.10
16.04,2.91,4.12
16.06,2.97,4.12
16.07,3.02,4.13
16.08,3.08,4.12
16.09,3.13,4.14
16.10,3.19,4.10
16.12,3.24,4.12
16.13,3.29,4.10
16.14,3.35,4.08
16.15,3.43,4.10
16.16,3.49,4.15
16.18,3.54,4.17
16.19,3.59,4.14
16.20,3.63,4.12
16.21,3.68,4.12
16.22,3.76,4.11
16.24,3.80,4.15
16.25,3.87,4.14
16.26,3.90,4.17
16.27,3.96,4.12
16.28,4.01,4.15
16.30,4.06,4.14
16.31,4.12,4.14
16.32,4.17,4.16
16.33,4.22,4.17
16.35,4.27,4.17
16.36,4.31,4.15
16.37,4.37,4.12
16.38,4.40,4.16
16.39,4.45,4.13
16.41,4.50,4.14
16.42,4.56,4.15
16.43,4.60,4.19
16.44,4.65,4.16
16.45,4.67,4.17
16.47,4.72,4.13
16.48,4.77,4.15
16.49,4.81,4.16
16.50,4.87,4.15
16.52,4.89,4.21
16.53,4.94,4.16
16.54,4.97,4.20
16.55,5.01,4.16
16.56,5.04,4.19
16.58,5.09,4.15
16.59,5.12,4.19
16.60,5.16,4.20
16.61,5.20,4.20
16.62,5.21,4.21
16.64,5.25,4.16
16.65,5.27,4.17
16.66,5.32,4.15
16.67,5.34,4.21
16.68,5.38,4.20
16.70,5.42,4.22
16.71,5.44,4.25
16.72,5.47,4.25
16.73,5.48,4.26
16.75,5.50,4.22
16.76,5.53,4.22
16.77,5.56,4.23
16.78,5.59,4.27
16.79,5.60,4.29
16.80,5.61,4.28
16.82,5.64,4.26
16.83,5.65,4.28
16.84,5.69,4.27
16.85,5.70,4.34
16.87,5.72,4.33
16.88,5.74,4.37
16.89,5.75,4.37
16.90,5.76,4.38
16.91,5.77,4.38
16.93,5.78,4.40
16.94,5.80,4.41
16.95,5.80,4.43
16.96,5.81,4.42
16.97,5.82,4.44
16.99,5.82,4.47
17.00,5.83,4.47
17.01,5.85,4.50
17.02,5.85,4.54
17.03,5.85,4.54
