time(s),p(kPa),Voltage(V)
5.05,5.96,4.58
5.06,5.94,4.71
5.07,5.94,4.65
5.08,5.94,4.69
5.09,5.94,4.75
5.11,5.93,4.81
5.12,5.93,4.79
5.13,5.92,4.86
5.14,5.92,4.86
5.16,5.92,4.95
5.17,5.91,5.06
5.18,5.89,5.07
5.19,5.89,5.10
5.20,5.88,5.23
5.22,5.88,5.27
5.23,5.87,5.41
5.24,5.86,5.47
5.25,5.85,5.53
5.26,5.83,5.62
5.28,5.81,5.70
5.29,5.77,5.68
5.30,5.75,5.58
5.31,5.74,5.60
5.32,5.72,5.71
5.34,5.70,5.81
5.35,5.66,5.86
5.36,5.61,5.80
5.37,5.59,5.64
5.38,5.56,5.67
5.40,5.55,5.75
5.41,5.53,5.91
5.42,5.48,5.99
5.43,5.42,5.87
5.44,5.37,5.66
5.46,5.37,5.56
5.47,5.37,5.85
5.48,5.34,6.15
5.49,5.25,6.26
5.51,5.15,5.79
5.52,5.12,5.36
5.53,5.16,5.46
5.54,5.17,6.08
5.55,5.09,6.52
5.57,4.94,6.20
5.58,4.88,5.38
5.59,4.90,5.21
5.60,4.95,5.77
5.61,4.92,6.55
5.62,4.76,6.63
5.64,4.64,5.70
5.65,4.65,5.13
5.66,4.70,5.61
5.67,4.70,6.39
5.69,4.56,6.75
5.70,4.42,6.10
5.71,4.38,5.33
5.72,4.42,5.44
5.73,4.45,6.14
5.75,4.35,6.85
5.76,4.17,6.48
5.77,4.11,5.43
5.78,4.16,5.37
5.79,4.20,6.18
5.81,4.13,6.90
5.82,3.94,6.88
5.83,3.82,5.71
5.84,3.85,5.17
5.85,3.90,5.90
5.87,3.89,6.77
5.88,3.72,7.11
5.89,3.56,6.15
5.90,3.57,5.36
5.91,3.60,5.90
5.93,3.60,6.55
5.94,3.50,6.96
5.95,3.37,6.66
5.96,3.30,6.04
5.97,3.29,6.00
5.99,3.29,6.35
6.00,3.24,6.81
6.01,3.13,6.87
6.02,3.05,6.44
6.03,3.00,6.21
6.05,3.00,6.27
6.06,2.96,6.72
6.07,2.88,6.92
6.08,2.79,6.64
6.09,2.74,6.41
6.11,2.72,6.47
6.12,2.69,6.75
6.13,2.61,6.97
6.14,2.52,6.73
6.16,2.47,6.48
6.17,2.46,6.57
6.18,2.42,6.87
6.19,2.35,7.02
6.20,2.28,6.90
6.22,2.22,6.74
6.23,2.17,6.68
6.24,2.14,6.68
6.25,2.09,6.95
6.26,2.05,6.97
6.28,2.00,7.00
6.29,1.92,7.02
6.30,1.87,6.84
6.31,1.84,6.86
6.32,1.79,6.97
6.34,1.74,6.97
6.35,1.69,6.97
6.36,1.64,6.97
6.37,1.59,7.00
6.38,1.54,6.95
6.40,1.48,6.94
6.41,1.46,6.82
6.42,1.42,7.02
6.43,1.36,7.06
6.44,1.31,6.92
6.46,1.25,6.91
6.47,1.21,6.77
6.48,1.18,6.78
6.49,1.14,6.82
6.50,1.09,6.89
6.51,1.03,6.82
6.53,0.99,6.62
6.54,0.97,6.66
6.55,0.92,6.76
6.56,0.87,6.67
6.58,0.84,6.54
6.59,0.80,6.56
6.60,0.77,6.54
6.61,0.75,6.61
6.62,0.71,6.66
6.64,0.66,6.64
6.65,0.63,6.50
6.66,0.60,6.45
6.67,0.58,6.49
6.68,0.55,6.52
6.70,0.53,6.54
6.71,0.49,6.54
6.72,0.47,6.47
6.73,0.44,6.47
6.74,0.41,6.46
6.76,0.40,6.35
6.77,0.38,6.43
6.78,0.36,6.49
6.79,0.33,6.46
6.80,0.31,6.41
6.82,0.29,6.35
6.83,0.27,6.29
6.84,0.26,6.33
6.85,0.24,6.34
6.86,0.24,6.25
6.88,0.21,6.35
6.89,0.21,6.25
6.90,0.20,6.33
6.91,0.19,6.31
6.93,0.16,6.28
6.94,0.16,6.14
6.95,0.14,6.19
6.96,0.15,6.03
6.97,0.14,6.17
6.98,0.14,6.09
7.00,0.14,6.11
7.01,0.13,6.11
7.02,0.13,6.01
7.03,0.14,6.00
7.05,0.13,6.08
7.06,0.13,5.96
7.07,0.13,5.92
7.08,0.13,5.88
7.09,0.13,5.83
7.11,0.14,5.76
7.12,0.13,5.79
7.13,0.14,5.61
7.14,0.14,5.62
7.15,0.15,5.53
7.17,0.15,5.52
7.18,0.18,5.41
7.19,0.18,5.48
7.20,0.18,5.36
7.21,0.19,5.22
7.23,0.21,5.16
7.24,0.21,5.20
7.25,0.22,5.06
7.26,0.22,4.99
7.27,0.24,4.79
7.28,0.29,4.71
7.30,0.31,4.92
7.31,0.32,4.90
7.32,0.33,4.79
7.33,0.36,4.67
7.35,0.40,4.66
7.36,0.44,4.71
7.37,0.48,4.86
7.38,0.51,4.91
7.39,0.51,4.85
7.41,0.52,4.60
7.42,0.57,4.43
7.43,0.65,4.55
7.44,0.71,4.95
7.45,0.71,5.15
7.47,0.71,4.86
7.48,0.73,4.54
7.49,0.80,4.35
7.50,0.87,4.63
7.51,0.91,4.90
7.53,0.91,4.84
7.54,0.92,4.54
7.55,0.97,4.30
7.56,1.06,4.35
7.57,1.14,4.66
7.59,1.15,5.02
7.60,1.14,4.76
7.61,1.15,4.27
7.62,1.25,4.00
7.63,1.37,4.41
7.65,1.40,5.04
7.66,1.39,4.82
7.67,1.39,4.33
7.68,1.46,3.94
7.70,1.57,4.13
7.71,1.63,4.61
7.72,1.63,4.70
7.73,1.63,4.29
7.74,1.68,3.88
7.76,1.79,3.86
7.77,1.86,4.32
7.78,1.91,4.45
7.79,1.92,4.45
7.80,1.95,4.12
7.82,2.01,3.89
7.83,2.11,3.91
7.84,2.18,4.29
7.85,2.22,4.44
7.86,2.23,4.26
7.88,2.27,3.92
7.89,2.36,3.81
7.90,2.45,4.14
7.91,2.50,4.34
7.92,2.52,4.29
7.94,2.55,4.07
7.95,2.62,3.78
7.96,2.73,3.92
7.97,2.80,4.34
7.98,2.83,4.48
8.00,2.83,4.22
8.01,2.88,3.77
8.02,2.99,3.71
8.03,3.08,4.14
8.04,3.15,4.47
8.06,3.16,4.50
8.07,3.16,4.15
8.08,3.22,3.66
8.09,3.35,3.74
8.10,3.45,4.37
8.12,3.46,4.70
8.13,3.44,4.32
8.14,3.49,3.71
8.15,3.62,3.66
8.17,3.72,4.26
8.18,3.74,4.60
8.19,3.74,4.40
8.20,3.76,3.97
8.21,3.87,3.60
8.22,3.98,4.05
8.24,4.04,4.54
8.25,4.02,4.57
8.26,4.02,4.05
8.27,4.10,3.63
8.28,4.22,3.84
8.30,4.31,4.37
8.31,4.31,4.65
8.32,4.29,4.25
8.33,4.34,3.75
8.35,4.45,3.75
8.36,4.53,4.24
8.37,4.56,4.44
8.38,4.56,4.36
8.39,4.60,3.98
8.41,4.67,3.90
8.42,4.75,4.09
8.43,4.78,4.32
8.44,4.81,4.28
8.45,4.83,4.13
8.47,4.88,3.95
8.48,4.94,4.00
8.49,4.99,4.18
8.50,5.03,4.25
8.51,5.05,4.19
8.52,5.08,4.07
8.54,5.14,3.98
8.55,5.19,4.14
8.56,5.21,4.24
8.57,5.25,4.14
8.59,5.27,4.17
8.60,5.31,4.07
8.61,5.34,4.09
8.62,5.37,4.12
8.63,5.41,4.06
8.65,5.45,4.10
8.66,5.49,4.25
8.67,5.50,4.31
8.68,5.52,4.18
8.69,5.54,4.06
8.71,5.59,4.04
8.72,5.61,4.21
8.73,5.64,4.22
8.74,5.65,4.23
8.76,5.67,4.14
8.77,5.70,4.15
8.78,5.72,4.19
8.79,5.74,4.23
8.80,5.76,4.17
8.81,5.78,4.22
8.83,5.80,4.29
8.84,5.81,4.26
8.85,5.82,4.23
8.86,5.83,4.22
8.88,5.86,4.23
8.89,5.87,4.32
8.90,5.88,4.34
8.91,5.89,4.36
8.92,5.91,4.39
8.94,5.92,4.43
8.95,5.92,4.48
8.96,5.92,4.43
8.97,5.93,4.40
8.98,5.93,4.47
9.00,5.94,4.46
9.01,5.94,4.55
9.02,5.94,4.55
9.03,5.94,4.56
9.04,5.94,4.57
9.06,5.94,4.60
9.07,5.96,4.64
9.08,5.96,4.78
9.09,5.94,4.83
9.10,5.94,4.80
9.11,5.93,4.87
9.13,5.93,4.84
9.14,5.92,4.92
9.15,5.92,4.93
9.16,5.91,5.03
9.18,5.89,5.04
9.19,5.89,5.07
9.20,5.88,5.19
9.21,5.88,5.23
9.22,5.87,5.36
9.24,5.86,5.43
9.25,5.85,5.49
9.26,5.83,5.56
9.27,5.82,5.64
9.28,5.80,5.73
9.30,5.77,5.72
9.31,5.74,5.73
9.32,5.72,5.66
9.33,5.69,5.76
9.35,5.65,5.68
9.36,5.64,5.64
9.37,5.61,5.78
9.38,5.58,5.81
9.39,5.54,5.76
9.40,5.52,5.75
9.42,5.49,5.82
9.43,5.45,5.87
9.44,5.42,5.86
9.45,5.38,5.87
9.46,5.34,5.87
9.48,5.31,5.85
9.49,5.27,5.89
9.50,5.22,5.91
9.51,5.19,5.84
9.52,5.15,5.87
9.54,5.12,5.90
9.55,5.08,6.04
9.56,5.03,5.99
9.57,4.98,5.98
9.59,4.93,5.91
9.60,4.90,5.87
9.61,4.88,6.04
9.62,4.83,6.24
9.63,4.75,6.19
9.65,4.68,5.88
9.66,4.66,5.81
9.67,4.66,6.00
9.68,4.61,6.36
9.69,4.50,6.36
9.71,4.43,5.91
9.72,4.42,5.73
9.73,4.43,6.01
9.74,4.39,6.55
9.75,4.27,6.67
9.77,4.16,6.11
9.78,4.12,5.65
9.79,4.15,5.78
9.80,4.15,6.40
9.81,4.02,6.83
9.83,3.90,6.32
9.84,3.85,5.74
9.85,3.87,5.79
9.86,3.88,6.33
9.87,3.79,6.90
9.89,3.65,6.62
9.90,3.59,5.89
9.91,3.59,5.89
9.92,3.60,6.34
9.93,3.52,6.84
9.95,3.40,6.71
9.96,3.32,6.22
9.97,3.32,5.99
9.98,3.30,6.40
10.00,3.24,6.75
10.01,3.15,6.75
10.02,3.06,6.43
10.03,3.02,6.19
10.04,3.01,6.35
10.06,2.97,6.71
10.07,2.89,6.86
10.08,2.82,6.63
10.09,2.77,6.53
10.10,2.72,6.55
10.12,2.67,6.61
10.13,2.62,6.70
10.14,2.56,6.75
10.15,2.52,6.70
10.16,2.45,6.85
10.18,2.40,6.70
10.19,2.35,6.75
10.20,2.30,6.79
10.21,2.25,6.87
10.22,2.19,6.91
10.24,2.13,6.81
10.25,2.09,6.74
10.26,2.05,6.90
10.27,2.00,6.93
10.28,1.95,6.95
10.30,1.89,6.97
10.31,1.83,6.89
10.32,1.79,6.80
10.33,1.76,6.91
10.35,1.72,7.14
10.36,1.64,7.10
10.37,1.58,6.90
10.38,1.56,6.83
10.39,1.52,7.01
10.41,1.47,7.08
10.42,1.41,7.06
10.43,1.36,6.93
10.44,1.31,6.90
10.46,1.28,6.85
10.47,1.21,6.93
10.48,1.19,6.78
10.49,1.13,6.90
10.50,1.09,6.73
10.52,1.04,6.79
10.53,0.99,6.71
10.54,0.97,6.63
10.55,0.92,6.76
10.56,0.90,6.64
10.57,0.85,6.74
10.59,0.80,6.63
10.60,0.77,6.54
10.61,0.75,6.61
10.62,0.71,6.66
10.64,0.66,6.64
10.65,0.63,6.50
10.66,0.60,6.45
10.67,0.58,6.49
10.68,0.55,6.52
10.70,0.51,6.54
10.71,0.48,6.36
10.72,0.47,6.37
10.73,0.44,6.49
10.74,0.42,6.46
10.76,0.40,6.45
10.77,0.37,6.44
10.78,0.36,6.41
10.79,0.32,6.47
10.81,0.31,6.31
10.82,0.29,6.37
10.83,0.27,6.30
10.84,0.27,6.33
10.85,0.25,6.45
10.86,0.22,6.36
10.88,0.21,6.26
10.89,0.20,6.25
10.90,0.19,6.25
10.91,0.18,6.22
10.93,0.18,6.18
10.94,0.18,6.25
10.95,0.16,6.29
10.96,0.15,6.24
10.98,0.14,6.17
10.99,0.13,6.10
11.00,0.13,6.01
11.01,0.13,6.02
11.02,0.14,6.01
11.03,0.13,6.10
11.05,0.13,5.98
11.06,0.13,5.95
11.07,0.11,5.91
11.08,0.13,5.77
11.10,0.14,5.81
11.11,0.13,5.84
11.12,0.14,5.68
11.13,0.14,5.70
11.14,0.15,5.61
11.16,0.15,5.60
11.17,0.16,5.50
11.18,0.16,5.48
11.19,0.18,5.36
11.20,0.19,5.32
11.22,0.19,5.28
11.23,0.20,5.14
11.24,0.21,5.07
11.25,0.21,5.02
11.27,0.22,4.85
11.28,0.26,4.75
11.29,0.29,4.86
11.30,0.31,4.86
11.31,0.32,4.85
11.32,0.35,4.74
11.34,0.37,4.72
11.35,0.40,4.69
11.36,0.46,4.63
11.37,0.49,4.88
11.39,0.51,4.95
11.40,0.52,4.79
11.41,0.53,4.61
11.42,0.59,4.43
11.43,0.68,4.65
11.45,0.71,5.07
11.46,0.70,5.06
11.47,0.70,4.66
11.48,0.77,4.36
11.50,0.85,4.62
11.51,0.88,4.89
11.52,0.87,4.89
11.53,0.88,4.46
11.54,0.96,4.20
11.56,1.07,4.45
11.57,1.10,4.99
11.58,1.09,4.93
11.59,1.09,4.48
11.60,1.17,4.12
11.62,1.26,4.34
11.63,1.32,4.72
11.64,1.34,4.84
11.65,1.32,4.59
11.66,1.35,4.07
11.68,1.47,3.88
11.69,1.58,4.46
11.70,1.61,4.95
11.71,1.58,4.74
11.72,1.57,4.14
11.74,1.68,3.63
11.75,1.81,4.07
11.76,1.86,4.73
11.77,1.85,4.70
11.78,1.84,4.21
11.80,1.91,3.65
11.81,2.05,3.81
11.82,2.13,4.46
11.83,2.13,4.67
11.85,2.12,4.27
11.86,2.17,3.74
11.87,2.30,3.69
11.88,2.40,4.28
11.89,2.42,4.62
11.91,2.41,4.37
11.92,2.45,3.83
11.93,2.55,3.67
11.94,2.67,4.01
11.96,2.73,4.53
11.97,2.73,4.53
11.98,2.73,4.12
11.99,2.80,3.67
12.00,2.94,3.76
12.02,3.02,4.39
12.03,3.04,4.62
12.04,3.02,4.26
12.05,3.06,3.71
12.06,3.19,3.56
12.08,3.32,4.18
12.09,3.35,4.67
12.10,3.34,4.52
12.11,3.35,4.01
12.12,3.44,3.66
12.14,3.56,3.86
12.15,3.63,4.40
12.16,3.66,4.54
12.17,3.65,4.26
12.18,3.71,3.76
12.20,3.82,3.82
12.21,3.90,4.26
12.22,3.93,4.48
12.23,3.94,4.25
12.24,3.98,3.96
12.26,4.07,3.83
12.27,4.15,4.16
12.28,4.20,4.33
12.29,4.21,4.32
12.31,4.24,4.01
12.32,4.32,3.90
12.33,4.40,4.08
12.34,4.45,4.37
12.35,4.46,4.34
12.36,4.48,4.05
12.38,4.55,3.80
12.39,4.64,3.98
12.40,4.70,4.29
12.41,4.72,4.41
12.43,4.73,4.24
12.44,4.77,3.98
12.45,4.84,3.92
12.46,4.90,4.16
12.48,4.93,4.28
12.49,4.95,4.14
12.50,4.99,4.01
12.51,5.05,4.00
12.52,5.10,4.15
12.53,5.12,4.23
12.55,5.17,4.12
12.56,5.20,4.19
12.57,5.23,4.12
12.58,5.27,4.12
12.60,5.30,4.14
12.61,5.33,4.04
12.62,5.37,4.07
12.63,5.41,4.12
12.64,5.45,4.14
12.66,5.48,4.29
12.67,5.49,4.25
12.68,5.52,4.12
12.69,5.55,4.08
12.70,5.58,4.17
12.72,5.60,4.16
12.73,5.64,4.14
12.74,5.66,4.24
12.75,5.67,4.26
12.77,5.70,4.19
12.78,5.71,4.21
12.79,5.72,4.15
12.80,5.76,4.09
12.81,5.78,4.23
12.82,5.81,4.29
12.84,5.81,4.37
12.85,5.82,4.25
12.86,5.85,4.23
12.87,5.86,4.33
12.89,5.86,4.33
12.90,5.87,4.25
12.91,5.89,4.27
12.92,5.91,4.39
12.94,5.92,4.43
12.95,5.92,4.48
12.96,5.93,4.44
12.97,5.93,4.50
12.98,5.93,4.47
13.00,5.94,4.46
13.01,5.94,4.55
13.02,5.96,4.55
13.03,5.94,4.65
13.04,5.94,4.57
13.06,5.96,4.60
13.07,5.96,4.74
13.08,5.94,4.78
13.09,5.94,4.73
13.10,5.94,4.79
13.12,5.93,4.87
13.13,5.92,4.85
13.14,5.92,4.83
13.15,5.92,4.93
13.16,5.91,5.03
13.18,5.91,5.05
13.19,5.89,5.16
13.20,5.88,5.21
13.21,5.88,5.24
13.22,5.87,5.39
13.24,5.86,5.43
13.25,5.85,5.51
13.26,5.83,5.58
13.27,5.82,5.66
13.28,5.80,5.76
13.30,5.77,5.74
13.31,5.72,5.74
13.32,5.71,5.56
13.33,5.69,5.69
13.35,5.66,5.72
13.36,5.64,5.76
13.37,5.60,5.80
13.38,5.58,5.75
13.39,5.54,5.81
13.41,5.50,5.77
13.42,5.47,5.77
13.43,5.43,5.72
13.44,5.43,5.71
13.46,5.41,6.02
13.47,5.34,6.12
13.48,5.26,5.93
13.49,5.23,5.55
13.50,5.23,5.67
13.52,5.25,5.99
13.53,5.16,6.41
13.54,5.04,6.08
13.55,4.99,5.44
13.56,5.01,5.39
13.58,5.05,5.91
13.59,5.00,6.58
13.60,4.83,6.55
13.61,4.72,5.54
13.62,4.75,5.06
13.64,4.81,5.60
13.65,4.78,6.47
13.66,4.64,6.66
13.67,4.51,5.90
13.69,4.49,5.32
13.70,4.54,5.52
13.71,4.55,6.31
13.72,4.43,6.81
13.73,4.27,6.24
13.75,4.23,5.38
13.76,4.28,5.54
13.77,4.31,6.31
13.78,4.20,6.93
13.79,4.01,6.51
13.81,3.95,5.47
13.82,3.99,5.41
13.83,4.04,6.14
13.84,3.98,6.96
13.85,3.78,6.91
13.87,3.67,5.79
13.88,3.68,5.39
13.89,3.74,5.93
13.90,3.72,6.82
13.92,3.57,7.08
13.93,3.43,6.39
13.94,3.40,5.66
13.95,3.43,5.92
13.96,3.41,6.60
13.98,3.32,6.92
13.99,3.19,6.59
14.00,3.15,6.06
14.01,3.15,6.16
14.02,3.13,6.61
14.03,3.04,6.93
14.05,2.94,6.60
14.06,2.90,6.31
14.07,2.86,6.46
14.09,2.84,6.62
14.10,2.77,6.91
14.11,2.67,6.74
14.12,2.61,6.40
14.13,2.61,6.36
14.15,2.57,6.84
14.16,2.50,6.99
14.17,2.41,6.80
14.18,2.36,6.59
14.19,2.34,6.64
14.21,2.31,6.87
14.22,2.23,7.11
14.23,2.16,6.89
14.24,2.11,6.69
14.25,2.08,6.72
14.27,2.05,6.98
14.28,1.97,7.10
14.29,1.90,6.93
14.30,1.86,6.72
14.31,1.84,6.86
14.33,1.79,7.07
14.34,1.73,7.07
14.35,1.67,7.01
14.36,1.63,6.87
14.37,1.58,6.96
14.39,1.54,6.95
14.40,1.50,7.06
14.41,1.43,7.04
14.42,1.37,6.89
14.44,1.34,6.79
14.45,1.30,6.85
14.46,1.26,6.90
14.47,1.21,6.95
14.48,1.17,6.92
14.50,1.10,6.84
14.51,1.06,6.67
14.52,1.03,6.63
14.53,0.99,6.75
14.54,0.96,6.76
14.56,0.91,6.74
14.57,0.86,6.67
14.58,0.82,6.56
14.59,0.79,6.55
14.60,0.76,6.56
14.62,0.71,6.60
14.63,0.69,6.47
14.64,0.65,6.53
14.65,0.62,6.50
14.66,0.59,6.45
14.68,0.57,6.47
14.69,0.54,6.49
14.70,0.53,6.53
14.71,0.48,6.64
14.73,0.46,6.45
14.74,0.42,6.47
14.75,0.41,6.34
14.76,0.38,6.42
14.77,0.37,6.40
14.79,0.33,6.48
14.80,0.32,6.34
14.81,0.31,6.37
14.82,0.29,6.42
14.83,0.27,6.36
14.85,0.26,6.38
14.86,0.22,6.39
14.87,0.21,6.20
14.88,0.21,6.20
14.90,0.20,6.29
14.91,0.19,6.28
14.92,0.19,6.25
14.93,0.16,6.31
14.94,0.16,6.16
14.96,0.14,6.21
14.97,0.15,6.05
14.98,0.14,6.18
14.99,0.14,6.10
15.00,0.14,6.11
15.02,0.13,6.11
15.03,0.13,6.01
15.04,0.13,5.99
15.05,0.11,5.97
15.06,0.13,5.84
15.08,0.13,5.90
15.09,0.13,5.85
15.10,0.14,5.79
15.11,0.14,5.82
15.12,0.15,5.74
15.14,0.14,5.76
15.15,0.14,5.57
15.16,0.15,5.46
15.17,0.16,5.45
15.18,0.18,5.44
15.20,0.18,5.41
15.21,0.19,5.27
15.22,0.19,5.22
15.23,0.21,5.07
15.25,0.21,5.10
15.26,0.22,4.95
15.27,0.24,4.87
15.28,0.26,4.79
15.29,0.29,4.78
15.31,0.31,4.77
15.32,0.35,4.78
15.33,0.37,4.84
15.34,0.38,4.82
15.35,0.41,4.69
15.37,0.44,4.65
15.38,0.48,4.68
15.39,0.53,4.74
15.40,0.57,4.88
15.42,0.57,4.89
15.43,0.58,4.61
15.44,0.63,4.43
15.45,0.70,4.56
15.46,0.76,4.84
15.48,0.76,5.03
15.49,0.76,4.72
15.50,0.80,4.39
15.51,0.87,4.36
15.52,0.96,4.65
15.54,0.97,5.01
15.55,0.97,4.75
15.56,0.99,4.41
15.57,1.07,4.26
15.58,1.17,4.52
15.60,1.19,4.92
15.61,1.18,4.75
15.62,1.19,4.28
15.63,1.29,3.98
15.64,1.40,4.38
15.66,1.45,4.92
15.67,1.42,4.92
15.68,1.41,4.30
15.69,1.48,3.81
15.71,1.63,4.00
15.72,1.69,4.77
15.73,1.68,4.85
15.74,1.65,4.34
15.75,1.70,3.73
15.77,1.85,3.67
15.78,1.97,4.42
15.79,1.97,5.01
15.80,1.94,4.55
15.81,1.95,3.83
15.83,2.07,3.49
15.84,2.23,4.04
15.85,2.27,4.87
15.86,2.24,4.73
15.88,2.20,4.09
15.89,2.30,3.32
15.90,2.49,3.65
15.91,2.57,4.67
15.92,2.57,4.95
15.94,2.52,4.46
15.95,2.56,3.62
15.96,2.71,3.46
15.97,2.84,4.15
15.98,2.88,4.81
16.00,2.85,4.65
16.01,2.84,4.00
16.02,2.95,3.42
16.03,3.10,3.84
16.04,3.17,4.56
16.06,3.17,4.70
16.07,3.13,4.25
16.08,3.21,3.50
16.09,3.37,3.64
16.10,3.46,4.43
16.12,3.48,4.80
16.13,3.44,4.45
16.14,3.46,3.68
16.15,3.62,3.43
16.16,3.76,4.26
16.18,3.78,4.93
16.19,3.73,4.66
16.20,3.72,3.83
16.21,3.85,3.30
16.23,4.01,3.91
16.24,4.09,4.76
16.25,4.05,4.96
16.26,4.01,4.25
16.27,4.06,3.50
16.29,4.23,3.48
16.30,4.34,4.44
16.31,4.35,4.95
16.32,4.31,4.61
16.33,4.31,3.82
16.35,4.44,3.43
16.36,4.56,4.08
16.37,4.60,4.67
16.38,4.56,4.62
16.39,4.56,3.95
16.41,4.66,3.55
16.42,4.78,3.96
16.43,4.83,4.58
16.44,4.82,4.62
16.45,4.81,4.17
16.47,4.86,3.73
16.48,4.97,3.78
16.49,5.03,4.30
16.50,5.04,4.49
16.52,5.04,4.26
16.53,5.06,3.92
16.54,5.15,3.81
16.55,5.21,4.19
16.56,5.23,4.38
16.58,5.25,4.29
16.59,5.26,4.10
16.60,5.32,3.93
16.61,5.37,4.12
16.62,5.39,4.25
16.64,5.42,4.21
16.65,5.44,4.16
16.66,5.47,4.09
16.67,5.50,4.06
16.68,5.54,4.12
16.70,5.58,4.20
16.71,5.59,4.28
16.72,5.61,4.18
16.73,5.64,4.18
16.75,5.65,4.17
16.76,5.69,4.09
16.77,5.71,4.22
16.78,5.72,4.24
16.79,5.74,4.18
16.81,5.77,4.13
16.82,5.78,4.28
16.83,5.81,4.25
16.84,5.82,4.32
16.85,5.83,4.30
16.87,5.85,4.29
16.88,5.86,4.29
16.89,5.87,4.29
16.90,5.88,4.32
16.92,5.91,4.34
16.93,5.91,4.47
16.94,5.92,4.41
16.95,5.92,4.46
16.96,5.92,4.42
16.97,5.93,4.39
16.99,5.93,4.47
17.00,5.94,4.45
17.01,5.96,4.55
17.02,5.94,4.65
17.04,5.94,4.56
