time(s),p(kPa),Voltage(V)
5.99,3.33,6.46
6.00,3.26,6.57
6.01,3.19,6.47
6.02,3.15,6.45
6.03,3.08,6.49
6.05,3.05,6.47
6.06,3.00,6.58
6.07,2.94,6.66
6.08,2.88,6.60
6.09,2.82,6.57
6.11,2.77,6.54
6.12,2.72,6.61
6.13,2.67,6.62
6.14,2.62,6.66
6.16,2.56,6.70
6.17,2.52,6.69
6.18,2.47,6.77
6.19,2.41,6.81
6.20,2.36,6.79
6.21,2.30,6.82
6.23,2.25,6.75
6.24,2.20,6.78
6.25,2.16,6.83
6.26,2.12,6.85
6.28,2.07,6.91
6.29,2.00,6.96
6.30,1.95,6.82
6.31,1.90,6.83
6.32,1.86,6.82
6.34,1.83,6.92
6.35,1.76,6.99
6.36,1.73,6.92
6.37,1.68,6.99
6.38,1.63,6.98
6.40,1.57,6.97
6.41,1.54,6.88
6.42,1.51,7.01
6.43,1.45,7.06
6.44,1.39,6.96
6.46,1.35,6.87
6.47,1.30,6.89
6.48,1.25,6.85
6.49,1.21,6.81
6.50,1.17,6.85
6.51,1.14,6.78
6.53,1.09,6.87
6.54,1.03,6.83
6.55,0.98,6.69
6.56,0.96,6.62
6.58,0.92,6.67
6.59,0.87,6.68
6.60,0.84,6.59
6.61,0.81,6.56
6.62,0.76,6.61
6.64,0.74,6.53
6.65,0.70,6.57
6.66,0.66,6.51
6.67,0.64,6.48
6.68,0.62,6.50
6.70,0.58,6.52
6.71,0.55,6.45
6.72,0.53,6.47
6.73,0.51,6.47
6.74,0.47,6.46
6.76,0.46,6.38
6.77,0.43,6.44
6.78,0.41,6.41
6.79,0.38,6.38
6.80,0.37,6.35
6.82,0.35,6.38
6.83,0.33,6.34
6.84,0.32,6.36
6.85,0.30,6.37
6.86,0.29,6.30
6.88,0.26,6.31
6.89,0.24,6.23
6.90,0.24,6.14
6.91,0.24,6.20
6.93,0.22,6.25
6.94,0.20,6.22
6.95,0.21,6.11
6.96,0.19,6.22
6.97,0.19,6.10
6.98,0.19,6.11
7.00,0.18,6.12
7.01,0.18,6.06
7.02,0.16,6.05
7.03,0.16,5.97
7.05,0.16,5.96
7.06,0.16,5.94
7.07,0.16,5.91
7.08,0.16,5.88
7.09,0.16,5.84
7.11,0.16,5.79
7.12,0.16,5.74
7.13,0.18,5.68
7.14,0.19,5.69
7.15,0.19,5.69
7.17,0.18,5.61
7.18,0.19,5.45
7.19,0.21,5.44
7.20,0.20,5.49
7.21,0.22,5.31
7.23,0.22,5.34
7.24,0.24,5.24
7.25,0.25,5.19
7.26,0.25,5.14
7.27,0.27,4.99
7.28,0.27,5.00
7.30,0.29,4.87
7.31,0.30,4.78
7.32,0.33,4.70
7.33,0.37,4.75
7.35,0.42,4.82
7.36,0.43,4.93
7.37,0.44,4.82
7.38,0.46,4.71
7.39,0.49,4.60
7.41,0.55,4.62
7.42,0.62,4.79
7.43,0.63,4.95
7.44,0.62,4.82
7.45,0.64,4.53
7.47,0.73,4.46
7.48,0.79,4.73
7.49,0.81,4.88
7.50,0.81,4.79
7.51,0.82,4.56
7.53,0.88,4.37
7.54,0.97,4.51
7.55,1.02,4.77
7.56,1.03,4.80
7.57,1.03,4.60
7.59,1.07,4.35
7.60,1.17,4.31
7.61,1.21,4.60
7.62,1.25,4.61
7.63,1.26,4.58
7.65,1.30,4.37
7.66,1.35,4.28
7.67,1.42,4.28
7.68,1.48,4.45
7.70,1.52,4.50
7.71,1.56,4.42
7.72,1.58,4.34
7.73,1.63,4.20
7.74,1.69,4.16
7.76,1.75,4.22
7.77,1.81,4.27
7.78,1.86,4.30
7.79,1.89,4.30
7.80,1.92,4.12
7.82,2.00,4.02
7.83,2.06,4.11
7.84,2.12,4.18
7.85,2.16,4.22
7.86,2.20,4.08
7.88,2.27,4.04
7.89,2.34,4.10
7.90,2.39,4.21
7.91,2.42,4.14
7.92,2.47,4.03
7.94,2.55,4.01
7.95,2.62,4.09
7.96,2.68,4.19
7.97,2.72,4.22
7.98,2.78,4.12
8.00,2.83,4.12
8.01,2.88,4.08
8.02,2.95,4.03
8.03,3.01,4.16
8.04,3.06,4.16
8.06,3.11,4.11
8.07,3.17,4.07
8.08,3.23,4.07
8.09,3.29,4.13
8.10,3.35,4.16
8.12,3.40,4.19
8.13,3.45,4.12
8.14,3.51,4.11
8.15,3.56,4.14
8.17,3.61,4.08
8.18,3.68,4.04
8.19,3.74,4.18
8.20,3.78,4.22
8.21,3.83,4.09
8.22,3.89,4.07
8.24,3.96,4.14
8.25,4.00,4.24
8.26,4.04,4.14
8.27,4.09,4.05
8.28,4.15,4.06
8.30,4.22,4.09
8.31,4.26,4.23
8.32,4.31,4.14
8.33,4.35,4.14
8.35,4.40,4.14
8.36,4.45,4.14
8.37,4.50,4.14
8.38,4.55,4.15
8.39,4.60,4.16
8.41,4.64,4.18
8.42,4.68,4.10
8.43,4.72,4.14
8.44,4.77,4.10
8.45,4.82,4.13
8.47,4.86,4.14
8.48,4.90,4.13
8.49,4.95,4.17
8.50,4.98,4.22
8.51,5.01,4.10
8.52,5.05,4.10
8.54,5.10,4.09
8.55,5.12,4.14
8.56,5.17,4.06
8.57,5.21,4.15
8.59,5.25,4.16
8.60,5.28,4.15
8.61,5.32,4.17
8.62,5.34,4.21
8.63,5.37,4.15
8.65,5.41,4.11
8.66,5.43,4.15
8.67,5.47,4.13
8.68,5.50,4.17
8.69,5.53,4.22
8.71,5.55,4.21
8.72,5.56,4.20
8.73,5.59,4.12
8.74,5.63,4.13
8.76,5.65,4.21
8.77,5.66,4.22
8.78,5.69,4.18
8.79,5.71,4.20
8.80,5.74,4.23
8.81,5.74,4.27
8.83,5.76,4.18
8.84,5.78,4.23
8.85,5.80,4.28
8.86,5.82,4.27
8.88,5.83,4.35
8.89,5.83,4.35
8.90,5.85,4.28
8.91,5.86,4.30
8.92,5.87,4.33
8.94,5.88,4.35
8.95,5.89,4.39
8.96,5.89,4.43
8.97,5.92,4.41
8.98,5.91,4.53
9.00,5.92,4.45
9.01,5.92,4.51
9.02,5.93,4.51
9.03,5.92,4.59
9.04,5.93,4.53
9.06,5.93,4.63
9.07,5.93,4.65
9.08,5.93,4.69
9.09,5.92,4.72
9.10,5.92,4.70
9.11,5.92,4.75
9.13,5.91,4.81
9.14,5.91,4.80
9.15,5.89,4.87
9.16,5.91,4.88
9.18,5.89,5.03
9.19,5.89,5.05
9.20,5.88,5.15
9.21,5.87,5.17
9.22,5.86,5.20
9.24,5.85,5.25
9.25,5.83,5.30
9.26,5.83,5.35
9.27,5.82,5.48
9.28,5.81,5.54
9.30,5.78,5.61
9.31,5.77,5.62
9.32,5.75,5.70
9.33,5.72,5.71
9.35,5.70,5.73
9.36,5.67,5.77
9.37,5.64,5.80
9.38,5.60,5.75
9.39,5.56,5.72
9.40,5.55,5.71
9.42,5.52,5.84
9.43,5.49,5.80
9.44,5.45,5.86
9.45,5.42,5.88
9.46,5.38,5.88
9.48,5.34,5.86
9.49,5.31,5.89
9.50,5.27,5.90
9.51,5.22,5.92
9.52,5.17,5.85
9.54,5.16,5.82
9.55,5.12,6.00
9.56,5.06,6.04
9.57,5.03,5.93
9.59,4.98,5.97
9.60,4.94,5.95
9.61,4.90,6.00
9.62,4.86,6.05
9.63,4.81,6.04
9.65,4.76,6.03
9.66,4.70,6.05
9.67,4.67,5.95
9.68,4.62,6.09
9.69,4.59,6.10
9.71,4.53,6.20
9.72,4.48,6.11
9.73,4.42,6.12
9.74,4.37,6.09
9.75,4.34,6.11
9.77,4.29,6.27
9.78,4.23,6.27
9.79,4.16,6.25
9.80,4.12,6.13
9.81,4.07,6.23
9.83,4.02,6.26
9.84,3.96,6.29
9.85,3.90,6.25
9.86,3.85,6.21
9.87,3.80,6.25
9.89,3.76,6.29
9.90,3.71,6.33
9.91,3.65,6.40
9.92,3.59,6.34
9.93,3.54,6.31
9.95,3.49,6.35
9.96,3.44,6.43
9.97,3.37,6.44
9.98,3.33,6.34
10.00,3.28,6.46
10.01,3.22,6.54
10.02,3.15,6.51
10.03,3.10,6.38
10.04,3.07,6.45
10.06,3.02,6.65
10.07,2.95,6.69
10.08,2.88,6.59
10.09,2.82,6.49
10.10,2.79,6.46
10.12,2.75,6.64
10.13,2.69,6.79
10.14,2.62,6.75
10.15,2.57,6.62
10.16,2.52,6.65
10.18,2.47,6.72
10.19,2.42,6.75
10.20,2.38,6.78
10.21,2.31,6.84
10.22,2.25,6.77
10.24,2.22,6.72
10.25,2.17,6.82
10.26,2.12,6.87
10.27,2.07,6.89
10.28,2.02,6.88
10.30,1.96,6.92
10.31,1.91,6.86
10.32,1.87,6.86
10.33,1.83,6.94
10.35,1.78,6.94
10.36,1.73,6.94
10.37,1.69,6.94
10.38,1.63,7.03
10.39,1.57,6.94
10.40,1.53,6.86
10.42,1.51,6.89
10.43,1.47,7.03
10.44,1.41,7.08
10.46,1.35,6.98
10.47,1.29,6.89
10.48,1.25,6.76
10.49,1.23,6.79
10.50,1.18,6.89
10.52,1.12,6.86
10.53,1.08,6.73
10.54,1.06,6.74
10.55,1.02,6.82
10.56,0.96,6.82
10.57,0.92,6.67
10.59,0.88,6.66
10.60,0.84,6.67
10.61,0.79,6.56
10.62,0.76,6.46
10.64,0.74,6.53
10.65,0.71,6.57
10.66,0.68,6.60
10.67,0.63,6.54
10.68,0.60,6.43
10.70,0.57,6.45
10.71,0.55,6.39
10.72,0.53,6.47
10.73,0.49,6.47
10.74,0.47,6.39
10.76,0.46,6.38
10.77,0.43,6.45
10.78,0.41,6.42
10.79,0.40,6.38
10.81,0.36,6.42
10.82,0.35,6.32
10.83,0.32,6.34
10.84,0.31,6.29
10.85,0.29,6.30
10.86,0.29,6.24
10.88,0.27,6.31
10.89,0.26,6.31
10.90,0.24,6.30
10.91,0.24,6.21
10.93,0.22,6.25
10.94,0.21,6.23
10.95,0.20,6.19
10.96,0.19,6.15
10.97,0.18,6.10
10.99,0.18,6.04
11.00,0.18,6.05
11.01,0.16,6.06
11.02,0.16,5.98
11.03,0.18,5.97
11.05,0.18,6.03
11.06,0.16,6.01
11.07,0.16,5.91
11.08,0.16,5.87
11.10,0.15,5.83
11.11,0.16,5.71
11.12,0.16,5.73
11.13,0.18,5.67
11.14,0.18,5.68
11.16,0.19,5.60
11.17,0.20,5.59
11.18,0.19,5.59
11.19,0.20,5.41
11.20,0.21,5.39
11.22,0.22,5.36
11.23,0.24,5.32
11.24,0.24,5.28
11.25,0.25,5.16
11.27,0.26,5.10
11.28,0.26,5.03
11.29,0.27,4.89
11.30,0.29,4.83
11.31,0.32,4.75
11.32,0.35,4.80
11.34,0.38,4.79
11.35,0.41,4.84
11.36,0.42,4.80
11.37,0.43,4.70
11.39,0.48,4.59
11.40,0.53,4.70
11.41,0.58,4.78
11.42,0.60,4.87
11.43,0.62,4.83
11.45,0.62,4.69
11.46,0.66,4.46
11.47,0.74,4.53
11.48,0.81,4.74
11.49,0.81,4.95
11.51,0.81,4.72
11.52,0.84,4.48
11.53,0.91,4.38
11.54,0.98,4.55
11.55,1.03,4.73
11.57,1.03,4.79
11.58,1.06,4.51
11.59,1.09,4.39
11.60,1.17,4.34
11.61,1.24,4.51
11.63,1.28,4.67
11.64,1.28,4.61
11.65,1.30,4.32
11.66,1.39,4.16
11.68,1.46,4.38
11.69,1.50,4.52
11.70,1.53,4.47
11.71,1.56,4.37
11.72,1.61,4.21
11.74,1.68,4.19
11.75,1.73,4.30
11.76,1.76,4.31
11.77,1.81,4.21
11.78,1.86,4.19
11.80,1.91,4.14
11.81,1.97,4.11
11.82,2.03,4.15
11.83,2.09,4.19
11.85,2.14,4.23
11.86,2.18,4.20
11.87,2.22,4.09
11.88,2.29,3.95
11.89,2.36,4.08
11.91,2.42,4.19
11.92,2.46,4.19
11.93,2.50,4.08
11.94,2.57,3.96
11.95,2.64,4.06
11.97,2.71,4.16
11.98,2.75,4.19
11.99,2.80,4.15
12.00,2.84,4.07
12.01,2.93,3.95
12.03,3.00,4.16
12.04,3.05,4.26
12.05,3.08,4.18
12.06,3.13,4.06
12.08,3.19,4.02
12.09,3.27,4.02
12.10,3.33,4.15
12.11,3.38,4.18
12.12,3.44,4.14
12.14,3.49,4.15
12.15,3.54,4.11
12.16,3.60,4.10
12.17,3.66,4.11
12.18,3.72,4.15
12.20,3.77,4.19
12.21,3.82,4.16
12.22,3.85,4.13
12.23,3.90,4.03
12.24,3.98,4.00
12.26,4.05,4.13
12.27,4.10,4.23
12.28,4.13,4.21
12.29,4.18,4.15
12.31,4.23,4.11
12.32,4.29,4.10
12.33,4.34,4.17
12.34,4.39,4.16
12.35,4.44,4.16
12.36,4.48,4.17
12.38,4.53,4.10
12.39,4.57,4.08
12.40,4.61,4.10
12.41,4.67,4.04
12.43,4.72,4.16
12.44,4.76,4.16
12.45,4.81,4.12
12.46,4.84,4.15
12.47,4.89,4.09
12.49,4.94,4.16
12.50,4.98,4.20
12.51,5.00,4.18
12.52,5.04,4.07
12.53,5.09,4.06
12.55,5.12,4.14
12.56,5.16,4.12
12.57,5.21,4.12
12.58,5.23,4.20
12.60,5.27,4.13
12.61,5.31,4.13
12.62,5.33,4.17
12.63,5.37,4.12
12.64,5.41,4.14
12.66,5.44,4.18
12.67,5.47,4.22
12.68,5.49,4.21
12.69,5.50,4.17
12.70,5.54,4.09
12.72,5.56,4.15
12.73,5.60,4.14
12.74,5.63,4.21
12.75,5.64,4.23
12.77,5.66,4.18
12.78,5.67,4.19
12.79,5.70,4.14
12.80,5.72,4.17
12.81,5.75,4.21
12.82,5.77,4.26
12.84,5.78,4.31
12.85,5.81,4.29
12.86,5.81,4.35
12.87,5.82,4.28
12.89,5.82,4.28
12.90,5.85,4.21
12.91,5.86,4.30
12.92,5.87,4.33
12.93,5.88,4.35
12.95,5.88,4.39
12.96,5.89,4.36
12.97,5.91,4.41
12.98,5.91,4.46
12.99,5.92,4.45
13.01,5.92,4.51
13.02,5.93,4.51
13.03,5.93,4.59
13.04,5.93,4.61
13.05,5.93,4.63
13.07,5.93,4.65
13.08,5.93,4.69
13.09,5.92,4.72
13.10,5.92,4.70
13.12,5.92,4.75
13.13,5.91,4.81
13.14,5.91,4.80
13.15,5.91,4.87
13.16,5.89,4.95
13.18,5.89,4.96
13.19,5.88,5.05
13.20,5.87,5.08
13.21,5.87,5.10
13.22,5.85,5.21
13.24,5.86,5.18
13.25,5.85,5.38
13.26,5.83,5.43
13.27,5.82,5.48
13.28,5.81,5.56
13.30,5.80,5.63
13.31,5.77,5.70
13.32,5.74,5.71
13.33,5.72,5.67
13.35,5.70,5.75
13.36,5.67,5.77
13.37,5.64,5.82
13.38,5.60,5.78
13.39,5.56,5.75
13.41,5.52,5.71
13.42,5.50,5.63
13.43,5.49,5.76
13.44,5.47,5.90
13.46,5.42,5.99
13.47,5.37,5.91
13.48,5.32,5.82
13.49,5.30,5.76
13.50,5.27,5.87
13.52,5.23,5.96
13.53,5.19,5.98
13.54,5.14,5.96
13.55,5.09,5.90
13.56,5.05,5.86
13.58,5.03,5.90
13.59,5.00,6.04
13.60,4.94,6.16
13.61,4.87,6.05
13.62,4.82,5.90
13.64,4.81,5.89
13.65,4.77,6.10
13.66,4.72,6.17
13.67,4.65,6.19
13.68,4.59,6.02
13.70,4.55,5.95
13.71,4.53,6.05
13.72,4.48,6.21
13.73,4.40,6.22
13.75,4.34,6.07
13.76,4.31,6.04
13.77,4.28,6.13
13.78,4.23,6.30
13.79,4.15,6.35
13.81,4.09,6.13
13.82,4.05,6.09
13.83,4.02,6.19
13.84,3.96,6.40
13.85,3.89,6.36
13.86,3.83,6.25
13.88,3.79,6.19
13.89,3.74,6.33
13.90,3.70,6.37
13.92,3.63,6.41
13.93,3.57,6.41
13.94,3.50,6.35
13.95,3.45,6.25
13.96,3.43,6.29
13.98,3.38,6.51
13.99,3.30,6.56
14.00,3.24,6.46
14.01,3.18,6.43
14.02,3.15,6.40
14.03,3.10,6.52
14.05,3.04,6.57
14.06,2.97,6.57
14.07,2.93,6.51
14.08,2.88,6.55
14.10,2.82,6.63
14.11,2.77,6.60
14.12,2.72,6.64
14.13,2.66,6.68
14.14,2.60,6.64
14.16,2.56,6.61
14.17,2.52,6.72
14.18,2.46,6.85
14.19,2.39,6.81
14.20,2.34,6.67
14.22,2.30,6.70
14.23,2.25,6.83
14.24,2.19,6.86
14.25,2.14,6.81
14.27,2.09,6.83
14.28,2.06,6.84
14.29,2.01,6.93
14.30,1.95,6.95
14.31,1.91,6.91
14.32,1.84,6.99
14.34,1.81,6.82
14.35,1.76,6.99
14.36,1.70,6.99
14.37,1.65,6.91
14.39,1.62,6.90
14.40,1.57,6.96
14.41,1.53,6.95
14.42,1.50,7.00
14.44,1.43,7.07
14.45,1.36,6.97
14.46,1.31,6.77
14.47,1.29,6.74
14.48,1.25,6.86
14.50,1.20,6.89
14.51,1.15,6.84
14.52,1.12,6.79
14.53,1.07,6.80
14.54,1.03,6.74
14.56,0.98,6.75
14.57,0.95,6.69
14.58,0.91,6.69
14.59,0.87,6.66
14.60,0.84,6.66
14.62,0.79,6.64
14.63,0.76,6.54
14.64,0.73,6.59
14.65,0.69,6.55
14.66,0.65,6.51
14.68,0.63,6.47
14.69,0.59,6.49
14.70,0.58,6.44
14.71,0.53,6.51
14.73,0.52,6.37
14.74,0.49,6.46
14.75,0.47,6.45
14.76,0.44,6.43
14.77,0.42,6.40
14.78,0.40,6.39
14.80,0.38,6.36
14.81,0.35,6.39
14.82,0.33,6.29
14.83,0.32,6.31
14.85,0.30,6.32
14.86,0.29,6.26
14.87,0.27,6.27
14.88,0.27,6.27
14.89,0.25,6.33
14.91,0.24,6.25
14.92,0.24,6.23
14.93,0.22,6.27
14.94,0.22,6.24
14.95,0.20,6.28
14.97,0.18,6.16
14.98,0.18,6.03
14.99,0.18,6.05
15.00,0.18,6.05
15.01,0.16,6.06
15.03,0.18,5.98
15.04,0.16,6.04
15.05,0.15,5.95
15.06,0.15,5.85
15.07,0.16,5.82
15.09,0.18,5.86
15.10,0.18,5.89
15.11,0.16,5.84
15.12,0.16,5.70
15.14,0.16,5.64
15.15,0.18,5.57
15.16,0.19,5.57
15.17,0.19,5.56
15.18,0.20,5.48
15.20,0.21,5.46
15.21,0.21,5.42
15.22,0.24,5.32
15.23,0.24,5.36
15.25,0.24,5.23
15.26,0.25,5.11
15.27,0.27,5.05
15.28,0.26,5.06
15.29,0.27,4.84
15.31,0.31,4.77
15.32,0.32,4.84
15.33,0.36,4.74
15.34,0.38,4.79
15.35,0.40,4.78
15.37,0.43,4.68
15.38,0.47,4.70
15.39,0.51,4.73
15.40,0.54,4.76
15.41,0.58,4.80
15.43,0.59,4.80
15.44,0.60,4.67
15.45,0.64,4.53
15.46,0.71,4.51
15.47,0.76,4.73
15.49,0.79,4.81
15.50,0.81,4.73
15.51,0.82,4.62
15.52,0.87,4.45
15.53,0.93,4.49
15.55,0.99,4.61
15.56,1.02,4.72
15.57,1.04,4.61
15.58,1.07,4.49
15.60,1.13,4.35
15.61,1.20,4.45
15.62,1.25,4.63
15.63,1.25,4.62
15.64,1.28,4.34
15.66,1.35,4.20
15.67,1.42,4.35
15.68,1.48,4.50
15.69,1.50,4.57
15.71,1.52,4.35
15.72,1.58,4.17
15.73,1.64,4.23
15.74,1.70,4.31
15.75,1.74,4.37
15.77,1.76,4.25
15.78,1.81,4.08
15.79,1.89,4.06
15.80,1.95,4.15
15.81,2.00,4.22
15.82,2.05,4.19
15.84,2.09,4.16
15.85,2.16,4.10
15.86,2.22,4.13
15.87,2.27,4.20
15.89,2.31,4.13
15.90,2.36,4.09
15.91,2.42,4.05
15.92,2.49,4.08
15.93,2.55,4.08
15.95,2.61,4.14
15.96,2.66,4.17
15.97,2.71,4.10
15.98,2.77,4.05
16.00,2.82,4.08
16.01,2.89,4.03
16.02,2.95,4.13
16.03,3.00,4.16
16.04,3.06,4.11
16.06,3.11,4.11
16.07,3.16,4.07
16.08,3.23,4.05
16.09,3.29,4.16
16.10,3.34,4.16
16.12,3.40,4.12
16.13,3.45,4.15
16.14,3.51,4.11
16.15,3.56,4.14
16.16,3.62,4.11
16.18,3.68,4.14
16.19,3.73,4.16
16.20,3.78,4.12
16.21,3.83,4.12
16.22,3.89,4.09
16.24,3.94,4.11
16.25,4.00,4.09
16.26,4.06,4.14
16.27,4.11,4.19
16.28,4.15,4.18
16.30,4.20,4.09
16.31,4.26,4.08
16.32,4.29,4.12
16.33,4.37,4.07
16.35,4.42,4.21
16.36,4.46,4.19
16.37,4.50,4.19
16.38,4.54,4.13
16.39,4.57,4.06
16.41,4.62,4.01
16.42,4.70,4.03
16.43,4.75,4.19
16.44,4.79,4.20
16.45,4.82,4.23
16.47,4.86,4.14
16.48,4.90,4.10
16.49,4.94,4.13
16.50,4.99,4.10
16.52,5.01,4.15
16.53,5.06,4.04
16.54,5.10,4.13
16.55,5.15,4.12
16.56,5.19,4.19
16.58,5.21,4.17
16.59,5.25,4.11
16.60,5.28,4.14
16.61,5.32,4.14
16.62,5.34,4.16
16.64,5.38,4.12
16.65,5.42,4.15
16.66,5.44,4.19
16.67,5.45,4.16
16.68,5.50,4.06
16.70,5.53,4.18
16.71,5.56,4.17
16.72,5.59,4.24
16.73,5.60,4.25
16.75,5.61,4.17
16.76,5.65,4.11
16.77,5.66,4.20
16.78,5.70,4.14
16.79,5.72,4.25
16.80,5.74,4.28
16.82,5.75,4.25
16.83,5.76,4.22
16.84,5.78,4.20
16.85,5.81,4.26
16.87,5.82,4.32
16.88,5.82,4.32
16.89,5.85,4.26
16.90,5.86,4.34
16.91,5.87,4.36
16.93,5.87,4.38
16.94,5.88,4.34
16.95,5.89,4.38
16.96,5.89,4.42
16.97,5.91,4.40
16.99,5.91,4.45
17.00,5.91,4.44
17.01,5.92,4.44
17.02,5.93,4.52
17.04,5.93,4.60
