time(s),p(kPa),Voltage(V)
12.49,4.93,4.16
12.5,4.97,4.13
12.51,5.01,4.11
12.52,5.04,4.14
12.53,5.09,4.06
12.55,5.14,4.14
12.56,5.17,4.19
12.57,5.21,4.19
12.58,5.25,4.20
12.6,5.26,4.21
12.61,5.3,4.08
12.62,5.32,4.10
12.63,5.37,4.05
12.64,5.41,4.14
12.65,5.44,4.18
12.67,5.47,4.23
12.68,5.49,4.21
12.69,5.52,4.17
12.7,5.55,4.16
12.72,5.58,4.22
12.73,5.59,4.21
12.74,5.63,4.15
12.75,5.65,4.23
12.77,5.67,4.25
12.78,5.69,4.26
12.79,5.7,4.21
12.8,5.74,4.18
12.81,5.74,4.29
12.82,5.76,4.18
12.84,5.78,4.24
12.85,5.81,4.29
12.86,5.82,4.35
12.87,5.82,4.35
12.89,5.85,4.28
12.9,5.86,4.36
12.91,5.86,4.38
12.92,5.87,4.33
12.93,5.88,4.36
12.95,5.89,4.39
12.96,5.91,4.43
12.97,5.91,4.48
12.98,5.92,4.46
12.99,5.92,4.52
13.01,5.93,4.51
13.02,5.93,4.59
13.03,5.93,4.59
13.04,5.93,4.61
13.05,5.93,4.63
13.07,5.93,4.65
13.08,5.93,4.69
13.09,5.93,4.72
13.1,5.92,4.77
13.11,5.92,4.75
13.13,5.92,4.81
13.14,5.91,4.87
13.15,5.91,4.87
13.16,5.91,4.95
13.18,5.89,5.03
13.19,5.88,5.05
13.2,5.88,5.07
13.21,5.87,5.17
13.22,5.86,5.21
13.24,5.86,5.25
13.25,5.85,5.38
13.26,5.83,5.42
13.27,5.83,5.48
13.28,5.81,5.63
13.3,5.8,5.63
13.31,5.76,5.70
13.32,5.75,5.64
13.33,5.72,5.73
13.35,5.7,5.75
13.36,5.67,5.77
13.37,5.64,5.82
13.38,5.6,5.78
13.39,5.56,5.75
13.41,5.54,5.71
13.42,5.5,5.78
13.43,5.48,5.76
13.44,5.45,5.83
13.45,5.43,5.91
13.47,5.38,5.97
13.48,5.33,5.90
13.49,5.28,5.83
13.5,5.25,5.79
13.52,5.23,5.81
13.53,5.2,5.98
13.54,5.15,6.01
13.55,5.1,5.97
13.56,5.05,5.93
13.58,5.01,5.90
13.59,4.98,5.97
13.6,4.95,5.99
13.61,4.9,6.12
13.62,4.83,6.12
13.64,4.77,5.96
13.65,4.75,5.88
13.66,4.72,6.02
13.67,4.68,6.17
13.68,4.6,6.24
13.7,4.54,6.02
13.71,4.49,5.98
13.72,4.46,5.99
13.73,4.44,6.12
13.75,4.38,6.29
13.76,4.29,6.26
13.77,4.26,6.06
13.78,4.22,6.15
13.79,4.17,6.28
13.81,4.1,6.28
13.82,4.04,6.16
13.83,4.0,6.12
13.84,3.96,6.25
13.85,3.9,6.36
13.86,3.84,6.30
13.88,3.78,6.26
13.89,3.73,6.25
13.9,3.7,6.30
13.91,3.65,6.41
13.93,3.57,6.45
13.94,3.51,6.35
13.95,3.46,6.32
13.96,3.43,6.36
13.98,3.38,6.51
13.99,3.3,6.56
14.0,3.23,6.43
14.01,3.19,6.36
14.02,3.15,6.48
14.03,3.08,6.52
14.05,3.04,6.49
14.06,2.99,6.57
14.07,2.93,6.58
14.08,2.86,6.55
14.1,2.83,6.55
14.11,2.77,6.67
14.12,2.72,6.64
14.13,2.66,6.65
14.14,2.61,6.64
14.16,2.55,6.68
14.17,2.5,6.65
14.18,2.45,6.71
14.19,2.39,6.74
14.2,2.35,6.67
14.22,2.3,6.78
14.23,2.25,6.83
14.24,2.19,6.86
14.25,2.14,6.81
14.27,2.09,6.83
14.28,2.06,6.84
14.29,2.0,6.93
14.3,1.94,6.87
14.31,1.89,6.84
14.32,1.85,6.82
14.34,1.81,6.89
14.35,1.76,6.99
14.36,1.72,6.99
14.37,1.67,6.99
14.39,1.61,6.98
14.4,1.56,6.89
14.41,1.53,6.87
14.42,1.47,7.00
14.44,1.42,6.93
14.45,1.37,6.90
14.46,1.32,6.84
14.47,1.3,6.81
14.48,1.25,6.94
14.5,1.2,6.89
14.51,1.15,6.84
14.52,1.1,6.79
14.53,1.07,6.73
14.54,1.02,6.74
14.56,0.98,6.67
14.57,0.93,6.69
14.58,0.91,6.60
14.59,0.87,6.66
14.6,0.82,6.66
14.62,0.8,6.57
14.63,0.75,6.62
14.64,0.71,6.51
14.65,0.69,6.48
14.66,0.65,6.51
14.68,0.63,6.47
14.69,0.59,6.49
14.7,0.57,6.44
14.71,0.53,6.44
14.73,0.51,6.37
14.74,0.48,6.38
14.75,0.46,6.37
14.76,0.44,6.36
14.77,0.42,6.40
14.78,0.41,6.39
14.8,0.38,6.43
14.81,0.36,6.39
14.82,0.33,6.36
14.83,0.31,6.30
14.85,0.3,6.25
14.86,0.29,6.26
14.87,0.27,6.27
14.88,0.27,6.27
14.89,0.26,6.33
14.91,0.24,6.32
14.92,0.22,6.23
14.93,0.2,6.20
14.94,0.2,6.09
14.95,0.2,6.13
14.97,0.2,6.16
14.98,0.19,6.18
14.99,0.18,6.12
15.0,0.18,6.05
15.01,0.16,6.06
15.03,0.16,5.98
15.04,0.15,5.97
15.05,0.15,5.88
15.06,0.18,5.85
15.07,0.15,5.96
15.09,0.15,5.78
15.1,0.16,5.74
15.11,0.18,5.77
15.12,0.16,5.78
15.14,0.18,5.64
15.15,0.18,5.65
15.16,0.19,5.57
15.17,0.2,5.56
15.18,0.2,5.55
15.2,0.2,5.46
15.21,0.21,5.35
15.22,0.22,5.32
15.23,0.24,5.28
15.25,0.24,5.23
15.26,0.25,5.11
15.27,0.26,5.05
15.28,0.26,5.00
15.29,0.29,4.84
15.31,0.31,4.84
15.32,0.33,4.84
15.33,0.36,4.81
15.34,0.36,4.79
15.35,0.38,4.63
15.37,0.43,4.61
15.38,0.48,4.70
15.39,0.53,4.81
15.4,0.54,4.91
15.41,0.55,4.80
15.43,0.57,4.65
15.44,0.63,4.52
15.45,0.69,4.67
15.46,0.73,4.80
15.47,0.74,4.82
15.49,0.75,4.67
15.5,0.79,4.51
15.51,0.85,4.47
15.52,0.91,4.59
15.53,0.95,4.71
15.55,0.97,4.68
15.56,0.98,4.58
15.57,1.03,4.39
15.58,1.12,4.42
15.6,1.17,4.64
15.61,1.18,4.69
15.62,1.2,4.49
15.63,1.24,4.33
15.64,1.31,4.27
15.66,1.39,4.42
15.67,1.42,4.57
15.68,1.45,4.50
15.69,1.47,4.35
15.71,1.53,4.20
15.72,1.61,4.24
15.73,1.67,4.37
15.74,1.69,4.46
15.75,1.72,4.30
15.77,1.75,4.10
15.78,1.84,4.01
15.79,1.91,4.20
15.8,1.96,4.30
15.81,2.0,4.29
15.82,2.03,4.19
15.84,2.07,4.09
15.85,2.14,3.95
15.86,2.23,4.06
15.87,2.28,4.27
15.89,2.31,4.21
15.9,2.36,4.09
15.91,2.44,4.05
15.92,2.5,4.15
15.93,2.55,4.19
15.95,2.6,4.14
15.96,2.64,4.10
15.97,2.71,4.02
15.98,2.78,4.05
15.99,2.84,4.15
16.01,2.88,4.21
16.02,2.93,4.06
16.03,3.0,4.01
16.04,3.07,4.11
16.05,3.12,4.19
16.07,3.17,4.17
16.08,3.23,4.13
16.09,3.29,4.16
16.1,3.34,4.16
16.12,3.39,4.12
16.13,3.45,4.08
16.14,3.5,4.11
16.15,3.56,4.07
16.16,3.62,4.11
16.18,3.68,4.14
16.19,3.74,4.16
16.2,3.79,4.22
16.21,3.83,4.19
16.22,3.85,4.09
16.24,3.93,3.89
16.25,4.01,4.02
16.26,4.07,4.24
16.27,4.11,4.27
16.28,4.13,4.18
16.3,4.2,4.02
16.31,4.27,4.08
16.32,4.33,4.19
16.33,4.35,4.29
16.35,4.39,4.14
16.36,4.44,4.04
16.37,4.5,4.05
16.38,4.56,4.13
16.39,4.61,4.23
16.41,4.65,4.23
16.42,4.67,4.17
16.43,4.72,4.05
16.44,4.78,4.05
16.45,4.83,4.18
16.47,4.87,4.21
16.48,4.9,4.18
16.49,4.94,4.13
16.5,4.98,4.10
16.51,5.03,4.08
16.53,5.08,4.14
16.54,5.11,4.20
16.55,5.15,4.19
16.56,5.17,4.19
16.57,5.21,4.10
16.59,5.25,4.13
16.6,5.28,4.14
16.61,5.32,4.14
16.62,5.36,4.16
16.63,5.38,4.19
16.65,5.42,4.17
16.66,5.44,4.19
16.67,5.48,4.16
16.68,5.49,4.21
16.7,5.53,4.11
16.71,5.55,4.17
16.72,5.59,4.17
16.73,5.61,4.25
16.75,5.63,4.24
16.76,5.65,4.18
16.77,5.67,4.20
16.78,5.7,4.22
16.79,5.71,4.25
16.8,5.74,4.21
16.82,5.76,4.25
16.83,5.78,4.29
16.84,5.8,4.35
16.85,5.81,4.34
16.87,5.82,4.32
16.88,5.83,4.32
16.89,5.85,4.33
16.9,5.86,4.34
16.91,5.87,4.36
16.93,5.88,4.38
16.94,5.89,4.41
16.95,5.89,4.45
16.96,5.91,4.42
16.97,5.91,4.47
16.99,5.92,4.45
17.0,5.92,4.52
17.01,5.92,4.51
17.02,5.93,4.52
17.03,5.93,4.60
17.05,5.93,4.61
17.06,5.93,4.64
17.07,5.92,4.66
17.08,5.93,4.63
17.09,5.92,4.74
17.11,5.92,4.71
17.12,5.91,4.77
17.13,5.91,4.76
17.14,5.89,4.83
17.16,5.89,4.83
17.17,5.89,4.91
17.18,5.89,4.99
17.19,5.87,5.08
17.2,5.87,5.03
17.22,5.86,5.15
17.23,5.86,5.18
17.24,5.85,5.29
17.25,5.83,5.35
17.26,5.83,5.40
17.28,5.82,5.54
17.29,5.8,5.60
17.3,5.78,5.62
17.31,5.76,5.68
17.33,5.75,5.69
17.34,5.71,5.80
17.35,5.67,5.74
17.36,5.65,5.70
17.37,5.61,5.72
17.39,5.59,5.70
17.4,5.58,5.74
17.41,5.55,5.86
17.42,5.5,5.94
17.43,5.45,5.85
17.45,5.42,5.75
17.46,5.39,5.75
17.47,5.38,5.84
17.48,5.33,5.99
17.5,5.28,5.93
17.51,5.23,5.87
17.52,5.19,5.82
17.53,5.19,5.77
17.54,5.16,6.02
17.56,5.1,6.15
17.57,5.03,6.04
17.58,4.97,5.84
17.59,4.95,5.76
17.6,4.94,5.96
17.62,4.9,6.16
17.63,4.83,6.22
17.64,4.76,6.06
17.65,4.71,5.90
17.67,4.68,5.90
17.68,4.66,6.07
17.69,4.6,6.22
17.7,4.54,6.15
17.71,4.48,6.06
17.72,4.44,6.02
17.74,4.4,6.11
17.75,4.37,6.20
17.76,4.31,6.31
17.77,4.23,6.24
17.78,4.17,6.11
17.8,4.13,6.07
17.81,4.11,6.19
17.82,4.05,6.37
17.83,3.96,6.33
17.85,3.9,6.12
17.86,3.88,6.10
17.87,3.85,6.29
17.88,3.78,6.47
17.89,3.72,6.39
17.91,3.63,6.33
17.92,3.59,6.16
17.93,3.56,6.20
17.94,3.55,6.42
17.95,3.48,6.68
17.97,3.37,6.58
17.98,3.32,6.26
17.99,3.28,6.30
18.0,3.24,6.42
18.02,3.19,6.54
18.03,3.12,6.62
18.04,3.06,6.52
18.05,2.99,6.46
18.06,2.96,6.39
18.08,2.91,6.58
18.09,2.86,6.62
18.1,2.8,6.66
18.11,2.75,6.63
18.12,2.69,6.68
18.14,2.64,6.64
18.15,2.58,6.71
18.16,2.53,6.67
18.17,2.47,6.68
18.18,2.42,6.64
18.2,2.39,6.70
18.21,2.35,6.81
18.22,2.28,6.91
18.23,2.22,6.79
18.25,2.18,6.74
18.26,2.13,6.84
18.27,2.07,6.86
18.28,2.02,6.83
18.29,1.98,6.84
18.31,1.94,6.90
18.32,1.89,6.94
18.33,1.84,6.94
18.34,1.78,6.94
18.35,1.73,6.87
18.37,1.69,6.87
18.38,1.65,6.93
18.39,1.59,7.00
18.4,1.53,6.93
18.41,1.5,6.84
18.43,1.46,6.87
18.44,1.42,6.92
18.45,1.37,6.99
18.46,1.32,6.95
18.48,1.28,6.91
18.49,1.23,6.89
18.5,1.18,6.83
18.51,1.14,6.78
18.52,1.09,6.79
18.54,1.04,6.75
18.55,1.01,6.69
18.56,0.96,6.67
18.57,0.92,6.62
18.58,0.88,6.61
18.6,0.85,6.60
18.61,0.81,6.58
18.62,0.77,6.56
18.63,0.74,6.54
18.64,0.73,6.50
18.66,0.69,6.61
18.67,0.64,6.58
18.68,0.62,6.45
18.69,0.58,6.47
18.7,0.55,6.42
18.72,0.52,6.43
18.73,0.51,6.36
18.74,0.49,6.42
18.75,0.47,6.49
18.76,0.42,6.48
18.78,0.41,6.31
18.79,0.38,6.37
18.8,0.37,6.33
18.81,0.36,6.36
18.83,0.33,6.38
18.84,0.31,6.34
18.85,0.29,6.28
18.86,0.27,6.22
18.87,0.27,6.22
18.89,0.26,6.29
18.9,0.24,6.28
18.91,0.22,6.19
18.92,0.22,6.17
18.93,0.22,6.21
18.95,0.2,6.25
18.96,0.2,6.14
18.97,0.19,6.17
18.98,0.19,6.11
19.0,0.18,6.12
19.01,0.16,6.06
19.02,0.15,5.98
19.03,0.16,5.90
19.04,0.16,5.96
19.05,0.16,5.94
19.07,0.15,5.92
19.08,0.16,5.81
time,p,voltage
3.01,-0.04,4.74
3.02,-0.02,4.73
3.04,0.03,4.87
3.05,0.04,5.15
3.06,0.04,5.20
3.07,0.07,5.17
3.09,0.08,5.28
3.1,0.08,5.31
3.11,0.08,5.26
3.12,0.09,5.21
3.13,0.1,5.22
3.14,0.11,5.22
3.16,0.13,5.23
3.17,0.13,5.22
3.18,0.14,5.13
3.19,0.15,5.11
3.21,0.16,5.10
3.22,0.16,5.06
3.23,0.18,4.95
3.24,0.19,4.90
3.25,0.21,4.87
3.27,0.22,4.87
3.28,0.22,4.81
3.29,0.26,4.67
3.3,0.31,4.75
3.31,0.35,4.89
3.33,0.35,4.95
3.34,0.36,4.79
3.35,0.4,4.69
3.36,0.43,4.74
3.37,0.48,4.78
3.39,0.49,4.87
3.4,0.51,4.77
3.41,0.53,4.65
3.42,0.58,4.59
3.43,0.62,4.66
3.45,0.68,4.69
3.46,0.69,4.84
3.47,0.7,4.67
3.48,0.75,4.52
3.49,0.8,4.60
3.51,0.85,4.66
3.52,0.87,4.70
3.53,0.91,4.60
3.54,0.93,4.59
3.55,0.97,4.46
3.57,1.04,4.42
3.58,1.09,4.60
3.59,1.13,4.65
3.6,1.15,4.58
3.61,1.18,4.46
3.63,1.25,4.32
3.64,1.31,4.51
3.65,1.35,4.57
3.66,1.37,4.50
3.68,1.4,4.35
3.69,1.46,4.18
3.7,1.54,4.28
3.71,1.59,4.49
3.72,1.61,4.48
3.73,1.63,4.22
3.75,1.72,4.08
3.76,1.78,4.29
3.77,1.81,4.31
3.78,1.85,4.22
3.79,1.9,4.14
3.81,1.96,4.12
3.82,2.01,4.13
3.83,2.08,4.10
3.84,2.13,4.24
3.86,2.17,4.18
3.87,2.23,4.07
3.88,2.29,4.11
3.89,2.35,4.17
3.9,2.4,4.17
3.92,2.44,4.13
3.93,2.5,4.01
3.94,2.56,4.04
3.95,2.63,4.07
3.96,2.68,4.18
3.98,2.73,4.13
3.99,2.78,4.08
4.0,2.84,4.04
4.01,2.91,4.07
4.02,2.97,4.14
4.03,3.02,4.19
4.05,3.07,4.15
4.06,3.12,4.10
4.07,3.18,4.03
4.08,3.26,4.06
4.1,3.32,4.19
4.11,3.35,4.19
4.12,3.4,4.08
4.13,3.46,4.04
4.14,3.52,4.10
4.16,3.6,4.11
4.17,3.65,4.22
4.18,3.67,4.18
4.19,3.74,4.03
4.2,3.8,4.12
4.22,3.87,4.16
4.23,3.91,4.21
4.24,3.95,4.18
4.25,4.0,4.08
4.26,4.05,4.06
4.28,4.11,4.04
4.29,4.17,4.10
4.3,4.22,4.16
4.31,4.28,4.15
4.32,4.32,4.19
4.34,4.37,4.14
4.35,4.4,4.14
4.36,4.46,4.07
4.37,4.51,4.12
4.38,4.56,4.15
4.4,4.61,4.16
4.41,4.65,4.16
4.42,4.7,4.10
4.43,4.73,4.15
4.45,4.78,4.10
4.46,4.82,4.11
4.47,4.87,4.08
4.48,4.92,4.14
4.49,4.97,4.16
4.51,4.99,4.21
4.52,5.03,4.11
4.53,5.06,4.12
4.54,5.11,4.09
4.55,5.15,4.15
4.56,5.19,4.15
4.58,5.22,4.17
4.59,5.25,4.16
4.6,5.28,4.10
4.61,5.31,4.12
4.63,5.34,4.07
4.64,5.38,4.10
4.65,5.42,4.14
4.66,5.45,4.17
4.67,5.48,4.22
4.69,5.5,4.20
4.7,5.53,4.18
4.71,5.54,4.15
4.72,5.58,4.08
4.73,5.6,4.16
4.75,5.64,4.17
4.76,5.66,4.24
4.77,5.67,4.26
4.78,5.7,4.22
4.79,5.72,4.24
4.81,5.74,4.27
4.82,5.75,4.24
4.83,5.76,4.23
4.84,5.78,4.20
4.85,5.81,4.26
4.87,5.82,4.32
4.88,5.85,4.32
4.89,5.85,4.40
4.9,5.86,4.34
4.91,5.86,4.36
4.93,5.87,4.31
4.94,5.88,4.34
4.95,5.89,4.38
4.96,5.91,4.42
4.97,5.91,4.47
4.99,5.92,4.45
5.0,5.92,4.52
5.01,5.93,4.51
5.02,5.93,4.59
5.03,5.93,4.60
5.05,5.92,4.61
5.06,5.92,4.56
5.07,5.93,4.59
5.08,5.92,4.70
5.09,5.92,4.67
5.11,5.92,4.71
5.12,5.92,4.76
5.13,5.93,4.82
5.14,5.92,4.97
5.16,5.91,4.97
5.17,5.89,4.97
5.18,5.89,4.98
5.19,5.89,5.07
5.2,5.88,5.17
5.22,5.87,5.20
5.23,5.87,5.24
5.24,5.86,5.35
5.25,5.85,5.40
5.26,5.83,5.47
5.28,5.83,5.51
5.29,5.82,5.65
5.3,5.8,5.73
5.31,5.76,5.74
5.32,5.74,5.67
5.34,5.71,5.68
5.35,5.69,5.72
5.36,5.66,5.74
5.37,5.64,5.78
5.38,5.61,5.80
5.4,5.59,5.86
5.41,5.54,5.91
5.42,5.49,5.81
5.43,5.45,5.72
5.44,5.43,5.71
5.46,5.43,5.78
5.47,5.39,6.00
5.48,5.33,6.01
5.49,5.27,5.87
5.51,5.25,5.74
5.52,5.25,5.85
5.53,5.21,6.08
5.54,5.12,6.11
5.55,5.06,5.84
5.56,5.05,5.76
5.58,5.04,5.92
5.59,5.0,6.11
5.6,4.92,6.16
5.61,4.86,5.94
5.62,4.82,5.83
5.64,4.81,5.89
5.65,4.78,6.13
5.66,4.7,6.27
5.67,4.62,6.02
5.69,4.59,5.87
5.7,4.56,5.97
5.71,4.53,6.13
5.72,4.48,6.21
5.73,4.39,6.22
5.75,4.35,6.02
5.76,4.32,6.11
5.77,4.27,6.20
5.78,4.21,6.23
5.79,4.15,6.18
5.81,4.1,6.13
5.82,4.05,6.19
5.83,4.01,6.19
5.84,3.98,6.30
5.85,3.9,6.41
5.86,3.84,6.32
5.88,3.77,6.26
5.89,3.72,6.15
5.9,3.7,6.22
5.91,3.65,6.41
5.93,3.59,6.42
5.94,3.52,6.39
5.95,3.45,6.39
5.96,3.41,6.29
5.97,3.38,6.38
5.99,3.33,6.53
6.0,3.26,6.57
6.01,3.19,6.47
6.02,3.13,6.45
6.03,3.08,6.42
6.05,3.05,6.47
6.06,3.0,6.58
6.07,2.93,6.66
6.08,2.86,6.53
6.09,2.83,6.50
6.11,2.79,6.61
6.12,2.73,6.76
6.13,2.66,6.70
6.14,2.61,6.59
6.16,2.58,6.63
6.17,2.52,6.84
6.18,2.46,6.77
6.19,2.4,6.73
6.2,2.35,6.72
6.21,2.31,6.75
6.23,2.27,6.82
6.24,2.2,6.85
6.25,2.14,6.83
6.26,2.11,6.77
6.28,2.06,6.84
6.29,2.01,6.88
6.3,1.96,6.90
6.31,1.91,6.91
6.32,1.85,6.89
6.34,1.81,6.85
6.35,1.78,6.92
6.36,1.73,6.99
6.37,1.67,6.99
6.38,1.62,6.91
6.4,1.57,6.89
6.41,1.53,6.88
6.42,1.5,6.93
6.43,1.46,6.98
6.44,1.4,7.03
6.46,1.34,6.95
6.47,1.29,6.82
6.48,1.25,6.78
6.49,1.21,6.81
6.5,1.17,6.85
6.51,1.13,6.78
6.53,1.08,6.80
6.54,1.03,6.76
6.55,0.99,6.69
6.56,0.93,6.67
6.58,0.92,6.52
6.59,0.88,6.68
6.6,0.85,6.67
6.61,0.8,6.63
6.62,0.76,6.54
6.64,0.74,6.53
6.65,0.7,6.57
6.66,0.66,6.51
6.67,0.64,6.48
6.68,0.6,6.50
6.7,0.57,6.45
6.71,0.55,6.38
6.72,0.52,6.47
6.73,0.51,6.40
6.74,0.48,6.46
6.76,0.46,6.45
6.77,0.42,6.44
6.78,0.4,6.34
6.79,0.38,6.31
6.8,0.36,6.35
6.82,0.35,6.31
6.83,0.33,6.34
6.84,0.31,6.36
6.85,0.29,6.30
6.86,0.29,6.23
6.88,0.26,6.31
6.89,0.25,6.23
6.9,0.25,6.22
6.91,0.22,6.27
6.93,0.22,6.18
6.94,0.21,6.22
6.95,0.2,6.18
6.96,0.18,6.14
6.97,0.19,6.02
6.98,0.18,6.11
7.0,0.18,6.05
7.01,0.18,6.06
7.02,0.16,6.05
7.03,0.16,5.97
7.05,0.15,5.96
7.06,0.16,5.86
7.07,0.16,5.91
7.08,0.16,5.88
7.09,0.16,5.84
7.11,0.16,5.79
7.12,0.16,5.74
7.13,0.16,5.68
7.14,0.16,5.61
7.15,0.19,5.54
7.17,0.19,5.61
7.18,0.2,5.53
7.19,0.2,5.51
7.2,0.21,5.41
7.21,0.22,5.39
7.23,0.22,5.34
7.24,0.24,5.24
7.25,0.25,5.19
7.26,0.25,5.14
7.27,0.26,4.99
7.28,0.26,4.94
7.3,0.29,4.80
7.31,0.31,4.78
7.32,0.36,4.77
7.33,0.38,4.92
7.35,0.38,4.90
7.36,0.4,4.71
7.37,0.44,4.60
7.38,0.49,4.73
7.39,0.53,4.82
7.41,0.53,4.84
7.42,0.54,4.64
7.43,0.59,4.53
7.44,0.66,4.60
7.45,0.71,4.82
7.47,0.71,4.90
7.48,0.73,4.69
7.49,0.76,4.51
7.5,0.82,4.50
7.51,0.88,4.63
7.53,0.91,4.73
7.54,0.93,4.65
7.55,0.95,4.55
7.56,0.99,4.36
7.57,1.08,4.38
7.59,1.14,4.65
7.6,1.17,4.75
7.61,1.18,4.60
7.62,1.2,4.39
7.63,1.28,4.28
7.65,1.34,4.44
7.66,1.37,4.50
7.67,1.41,4.43
7.68,1.45,4.38
7.7,1.5,4.28
7.71,1.56,4.27
7.72,1.61,4.34
7.73,1.65,4.35
7.74,1.7,4.31
7.76,1.74,4.29
7.77,1.79,4.20
7.78,1.84,4.17
7.79,1.89,4.15
7.8,1.94,4.12
7.82,2.0,4.09
7.83,2.07,4.14
7.84,2.12,4.25
7.85,2.16,4.22
7.86,2.2,4.08
7.88,2.27,4.07
7.89,2.33,4.10
7.9,2.39,4.14
7.91,2.44,4.14
7.92,2.49,4.10
7.94,2.55,4.08
7.95,2.61,4.09
7.96,2.67,4.11
7.97,2.72,4.14
7.98,2.78,4.12
8.0,2.83,4.12
8.01,2.88,4.08
8.02,2.95,4.03
8.03,3.01,4.16
8.04,3.06,4.16
8.06,3.12,4.11
8.07,3.17,4.14
8.08,3.23,4.10
8.09,3.29,4.13
8.1,3.34,4.16
8.12,3.39,4.12
8.13,3.44,4.08
8.14,3.51,4.04
8.15,3.56,4.14
8.16,3.62,4.08
8.18,3.68,4.14
8.19,3.74,4.18
8.2,3.78,4.22
8.21,3.83,4.09
8.22,3.89,4.09
8.24,3.94,4.14
8.25,3.99,4.09
8.26,4.05,4.07
8.27,4.11,4.12
8.28,4.16,4.20
8.3,4.2,4.16
8.31,4.24,4.08
8.32,4.31,4.07
8.33,4.35,4.14
8.35,4.4,4.14
8.36,4.45,4.14
8.37,4.5,4.14
8.38,4.56,4.15
8.39,4.6,4.23
8.41,4.62,4.18
8.42,4.66,4.03
8.43,4.73,4.00
8.44,4.78,4.17
8.45,4.82,4.20
8.47,4.84,4.14
8.48,4.9,4.05
8.49,4.94,4.17
8.5,4.98,4.14
8.51,5.04,4.10
8.52,5.06,4.25
8.54,5.09,4.16
8.55,5.12,4.06
8.56,5.17,4.06
8.57,5.21,4.15
8.59,5.25,4.16
8.6,5.27,4.15
8.61,5.31,4.10
8.62,5.34,4.14
8.63,5.39,4.15
8.65,5.42,4.25
8.66,5.44,4.22
8.67,5.47,4.20
8.68,5.49,4.17
8.69,5.53,4.15
8.71,5.54,4.21
8.72,5.56,4.13
8.73,5.59,4.12
8.74,5.63,4.13
8.75,5.65,4.21
8.77,5.67,4.23
8.78,5.69,4.25
8.79,5.71,4.20
8.8,5.74,4.23
8.81,5.75,4.28
8.83,5.76,4.25
8.84,5.77,4.23
8.85,5.78,4.21
8.86,5.81,4.20
8.88,5.83,4.27
8.89,5.86,4.35
8.9,5.86,4.43
8.91,5.86,4.37
8.92,5.88,4.33
8.94,5.88,4.42
8.95,5.89,4.39
8.96,5.91,4.43
8.97,5.91,4.48
8.98,5.91,4.46
9.0,5.92,4.45
9.01,5.92,4.51
9.02,5.92,4.51
9.03,5.93,4.52
9.04,5.93,4.61
9.06,5.92,4.63
9.07,5.93,4.58
9.08,5.93,4.69
9.09,5.93,4.72
9.1,5.92,4.77
9.11,5.92,4.75
9.13,5.91,4.81
9.14,5.91,4.80
9.15,5.91,4.87
9.16,5.91,4.95
9.18,5.89,5.03
9.19,5.89,5.05
9.2,5.88,5.15
9.21,5.87,5.17
9.22,5.86,5.20
9.24,5.86,5.25
9.25,5.85,5.37
9.26,5.85,5.42
9.27,5.82,5.55
9.28,5.81,5.54
9.3,5.78,5.61
9.31,5.77,5.62
9.32,5.75,5.70
9.33,5.74,5.71
9.35,5.71,5.81
9.36,5.66,5.85
9.37,5.63,5.73
9.38,5.59,5.68
9.39,5.58,5.65
9.4,5.56,5.78
9.42,5.52,5.91
9.43,5.48,5.80
9.44,5.44,5.79
9.45,5.43,5.80
9.46,5.41,5.95
9.48,5.36,6.01
9.49,5.28,5.96
9.5,5.23,5.75
9.51,5.23,5.70
9.52,5.21,5.92
9.54,5.17,6.04
9.55,5.1,6.07
9.56,5.05,5.89
9.57,5.0,5.86
9.59,4.98,5.83
9.6,4.97,5.95
9.61,4.93,6.15
9.62,4.86,6.20
9.63,4.78,6.04
9.65,4.75,5.88
9.66,4.72,5.97
9.67,4.7,6.09
9.68,4.62,6.24
9.69,4.56,6.10
9.71,4.5,6.05
9.72,4.46,5.99
9.73,4.44,6.05
9.74,4.4,6.23
9.75,4.33,6.33
9.77,4.26,6.20
9.78,4.21,6.05
9.79,4.17,6.10
9.8,4.15,6.20
9.81,4.07,6.37
9.83,4.0,6.26
9.84,3.94,6.14
9.85,3.93,6.11
9.86,3.89,6.36
9.87,3.8,6.47
9.89,3.74,6.29
9.9,3.68,6.26
9.91,3.65,6.25
9.92,3.61,6.34
9.93,3.55,6.46
9.95,3.49,6.43
9.96,3.41,6.43
9.97,3.37,6.30
9.98,3.33,6.34
10.0,3.28,6.46
10.01,3.22,6.54
10.02,3.16,6.51
10.03,3.11,6.45
10.04,3.05,6.53
10.06,2.99,6.50
10.07,2.94,6.47
10.08,2.9,6.52
10.09,2.84,6.63
10.1,2.8,6.60
10.12,2.74,6.72
10.13,2.68,6.71
10.14,2.62,6.68
10.15,2.57,6.62
10.16,2.51,6.65
10.18,2.47,6.64
10.19,2.44,6.75
10.2,2.38,6.86
10.21,2.3,6.84
10.22,2.25,6.70
10.24,2.22,6.72
10.25,2.18,6.82
10.26,2.11,6.94
10.27,2.05,6.81
10.28,2.01,6.73
10.3,1.98,6.84
10.31,1.92,7.00
10.32,1.87,6.94
10.33,1.83,6.94
10.35,1.78,6.94
10.36,1.73,6.94
10.37,1.69,6.94
10.38,1.63,7.03
10.39,1.57,6.94
10.4,1.53,6.86
10.42,1.5,6.89
10.43,1.45,6.96
10.44,1.41,6.93
