Time,Length,Pressure,Force,ms_right_model,,encoder_true,encoder_true_while_experiment,,,
0,197.4,0.013,0,141.228,,179.4,,,,
0,197.4,0.015,0,141.246,,179.4,,,,
0,197.4,0.021,0,141.257,,179.4,,,,
0,197.4,0.036,0,141.286,,179.4,,,,
0,197.4,0.016,0,141.337,,179.4,,,,
0,197.4,0.011,0,141.375,,179.4,,,,
0,197.4,0.013,0,141.4,,179.4,,,,
8,197.4,0.019,0,141.441,,179.4,,,,
9,197.4,0.036,0,141.45,,179.4,,,,
25,197.4,0.02,0,141.503,,179.4,,,,
47,197.4,0.014,0,141.537,,179.4,,,,
65,197.4,0.014,0,141.55,,179.4,,,,
80,197.4,0.015,0,141.573,,179.4,,,,
104,197.4,0.036,0,141.593,,179.4,,,,
119,197.4,0.024,0,141.622,,179.4,,,,
148,197.4,0.014,0,141.641,,179.4,,,,
167,197.4,0.015,0,141.658,,179.4,,,,
189,197.4,0.018,0,141.691,,179.4,,,,
206,197.4,0.035,0,141.722,,179.4,,,,
226,197.4,0.02,0,141.758,,179.4,,,,
246,197.4,0.014,0,141.777,,179.4,,,,
267,197.4,0.015,0,141.815,,179.4,,,,
288,197.4,0.015,0,141.854,,179.4,,,,
308,197.4,0.033,0,141.87,,179.4,,,,
326,197.4,0.024,0,141.895,,179.4,,,,
341,197.4,0.013,0,141.919,,179.4,,,,
364,197.4,0.015,0,141.933,,179.4,,,,
383,197.4,0.015,0,141.972,,179.4,,,,
406,197.4,0.032,0,142.006,,179.4,,,,
416,197.4,0.027,0,142.045,,179.4,,,,
445,197.4,0.014,0,142.076,,179.4,,,,
465,197.4,0.014,0,142.104,,179.4,,,,
487,197.4,0.016,0,142.133,,179.4,,,,
505,197.4,0.033,0,142.169,,179.4,,,,
520,197.4,0.03,0,142.19,,179.4,,,,
537,197.4,0.014,0,142.226,,179.4,,,,
566,197.4,0.013,0,142.246,,179.4,,,,
585,197.4,0.018,0,142.292,,179.4,,,,
606,197.4,0.033,0,142.331,,179.4,,,,
623,197.4,0.027,0,142.342,,179.4,,,,
647,197.4,0.014,0,142.381,,179.4,,,,
665,197.4,0.015,0,142.398,,179.4,,,,
684,197.4,0.018,0,142.417,,179.4,,,,
706,197.4,0.031,0,142.44,,179.4,,,,
727,197.4,0.03,0,142.471,,179.4,,,,
748,197.4,0.014,0,142.532,,179.4,,,,
767,197.4,0.013,0,142.558,,179.4,,,,
786,197.4,0.019,0,142.587,,179.4,,,,
805,197.4,0.033,0,142.601,,179.4,,,,
820,197.4,0.032,0,142.648,,179.4,,,,
844,197.4,0.014,0,142.653,,179.4,,,,
864,197.4,0.011,0,142.662,,179.4,,,,
885,197.4,0.019,0,142.696,,179.4,,,,
902,197.4,0.031,0,142.732,,179.4,,,,
919,197.4,0.033,0,142.759,,179.4,,,,
943,197.4,0.014,0,142.8,,179.4,,,,
964,197.4,0.011,0,142.812,,179.4,,,,
984,197.4,0.019,0,142.837,,179.4,,,,
1005,197.4,0.029,0,142.864,,179.4,,,,
1023,197.4,0.031,0,142.904,,179.4,,,,
1039,197.4,0.014,0,142.923,,179.4,,,,
1066,197.4,0.011,0,142.964,,179.4,,,,
1083,197.4,0.019,0,143.002,,179.4,,,,
1104,197.4,0.026,0,143.016,,179.4,,,,
1120,197.4,0.035,0,143.041,,179.4,,,,
1142,197.4,0.015,0,143.072,,179.4,,,,
1164,197.4,0.013,0,143.138,,179.4,,,,
1185,197.4,0.019,0,143.179,,179.4,,,,
1201,197.4,0.025,0,143.213,,179.4,,,,
1225,197.4,0.035,0,143.225,,179.4,,,,
1246,197.4,0.014,0,143.282,,179.4,,,,
1267,197.4,0.013,0,143.302,,179.4,,,,
1285,197.4,0.019,0,143.341,,179.4,,,,
1303,197.4,0.027,0,143.35,,179.4,,,,
1323,197.4,0.036,0,143.384,,179.4,,,,
1339,197.4,0.015,0,143.417,,179.4,,,,
1363,197.4,0.014,0,143.454,,179.4,,,,
1382,197.4,0.019,0,143.476,,179.4,,,,
1404,197.4,0.024,0,143.488,,179.4,,,,
1420,197.4,0.035,0,143.519,,179.4,,,,
1437,197.4,0.014,0,143.579,,179.4,,,,
1463,197.4,0.013,0,143.638,,179.4,,,,
1484,197.4,0.018,0,143.663,,179.4,,,,
1505,197.4,0.022,0,143.676,,179.4,,,,
1525,197.4,0.036,0,143.704,,179.4,,,,
1545,197.4,0.018,0,143.742,,179.4,,,,
1565,197.4,0.014,0,143.783,,179.4,,,,
1583,197.4,0.018,0,143.806,,179.4,,,,
1598,197.4,0.024,0,143.817,,179.4,,,,
1614,197.4,0.036,0,143.839,,179.4,,,,
1631,197.4,0.015,0,143.88,,179.4,,,,
1664,197.4,0.014,0,143.921,,179.4,,,,
1678,197.4,0.018,0,143.958,,179.4,,,,
1701,197.4,0.021,0,143.994,,179.4,,,,
1725,197.4,0.036,0,143.992,,179.4,,,,
1747,197.4,0.019,0,144.058,,179.4,,,,
1766,197.4,0.014,0,144.048,,179.4,,,,
1783,197.4,0.018,0,144.069,,179.4,,,,
1805,197.4,0.019,0,144.11,,179.4,,,,
1826,197.4,0.036,0,144.128,,179.4,,,,
1846,197.4,0.022,0,144.16,,179.4,,,,
1864,197.4,0.014,0,144.207,,179.4,,,,
1880,197.4,0.018,0,144.198,,179.4,,,,
1894,197.4,0.02,0,144.191,,179.4,,,,
1910,197.4,0.035,0,144.234,,179.4,,,,
1942,197.4,0.02,0,144.164,,179.4,,,,
1962,197.4,0.013,0,144.196,,179.4,,,,
1981,197.4,0.018,0,144.269,,179.4,,,,
2003,197.4,0.018,0,144.305,,179.4,,,,
2015,197.4,0.035,0,144.407,,179.4,,,,
2043,197.4,0.024,0,144.528,,179.4,,,,
2062,197.4,0.014,0,144.614,,179.4,,,,
2082,197.4,0.014,0,144.589,,179.4,,,,
2103,197.4,0.018,0,144.68,,179.4,,,,
2122,197.4,0.035,0,144.748,,179.4,,,,
2139,197.4,0.027,0,144.675,,179.4,,,,
2164,197.4,0.014,0,144.722,,179.4,,,,
2184,197.4,0.016,0,144.784,,179.4,,,,
2203,197.4,0.016,0,144.741,,179.4,,,,
2220,197.4,0.035,0,144.791,,179.4,,,,
2244,197.4,0.025,0,144.838,,179.4,,,,
2260,197.4,0.014,0,144.815,,179.4,,,,
2275,197.4,0.015,0,144.881,,179.4,,,,
2299,197.4,0.018,0,144.943,,179.4,,,,
2323,197.4,0.032,0,144.965,,179.4,,,,
2343,197.4,0.026,0,145.007,,179.4,,,,
2357,197.4,0.014,0,145.016,,179.4,,,,
2384,197.4,0.014,0,145.034,,179.4,,,,
2398,197.4,0.018,0,145.068,,179.4,,,,
2423,197.4,0.033,0,145.085,,179.4,,,,
2443,197.4,0.031,0,145.122,,179.4,,,,
2462,197.4,0.013,0,145.168,,179.4,,,,
2470,197.4,0.014,0,145.19,,179.4,,,,
2502,197.4,0.018,0,145.226,,179.4,,,,
2517,197.4,0.031,0,145.263,,179.4,,,,
2533,197.4,0.029,0,145.286,,179.4,,,,
2554,197.4,0.014,0,145.335,,179.4,,,,
2582,197.4,0.013,0,145.354,,179.4,,,,
2598,197.4,0.018,0,145.374,,179.4,,,,
2623,197.4,0.029,0,145.383,,179.4,,,,
2644,197.4,0.031,0,145.413,,179.4,,,,
2664,197.4,0.014,0,145.455,,179.4,,,,
2684,197.4,0.013,0,145.503,,179.4,,,,
2704,197.4,0.019,0,145.521,,179.4,,,,
2720,197.4,0.032,0,145.533,,179.4,,,,
2739,197.4,0.033,0,145.571,,179.4,,,,
2764,197.4,0.014,0,145.598,,179.4,,,,
2784,197.4,0.013,0,145.655,,179.4,,,,
2804,197.4,0.019,0,145.666,,179.4,,,,
2822,197.4,0.03,0,145.7,,179.4,,,,
2842,197.4,0.035,0,145.733,,179.4,,,,
2862,197.4,0.014,0,145.753,,179.4,,,,
2883,197.4,0.013,0,145.776,,179.4,,,,
2900,197.4,0.019,0,145.803,,179.4,,,,
2916,197.4,0.027,0,145.843,,179.4,,,,
2932,197.4,0.033,0,145.891,,179.4,,,,
2963,197.4,0.015,0,145.928,,179.4,,,,
2979,197.4,0.013,0,145.953,,179.4,,,,
2996,197.4,0.019,0,146.018,,179.4,,,,
3010,197.4,0.025,0,146.023,,179.4,,,,
3035,197.4,0.035,0,146.041,,179.4,,,,
3061,197.4,0.015,0,146.079,,179.4,,,,
3078,197.4,0.013,0,146.121,,179.4,,,,
3100,197.4,0.018,0,146.127,,179.4,,,,
3116,197.4,0.027,0,146.172,,179.4,,,,
3132,197.4,0.035,0,146.139,,179.4,,,,
3163,197.4,0.014,0,146.227,,179.4,,,,
3179,197.4,0.013,0,146.22,,179.4,,,,
3194,197.4,0.018,0,146.236,,179.4,,,,
3221,197.4,0.024,0,146.291,,179.4,,,,
3246,197.4,0.036,0,146.302,,179.4,,,,
3264,197.4,0.015,0,146.338,,179.4,,,,
3284,197.4,0.013,0,146.375,,179.4,,,,
3302,197.4,0.018,0,146.399,,179.4,,,,
3321,197.4,0.021,0,146.422,,179.4,,,,
3340,197.4,0.035,0,146.486,,179.4,,,,
3355,197.4,0.018,0,146.511,,179.4,,,,
3373,197.4,0.013,0,146.54,,179.4,,,,
3398,197.4,0.016,0,146.565,,179.4,,,,
3421,197.4,0.024,0,146.597,,179.4,,,,
3441,197.4,0.036,0,146.638,,179.4,,,,
3462,197.4,0.014,0,146.636,,179.4,,,,
3482,197.4,0.014,0,146.704,,179.4,,,,
3498,197.4,0.016,0,146.706,,179.4,,,,
3514,197.4,0.02,0,146.699,,179.4,,,,
3530,197.4,0.035,0,146.79,,179.4,,,,
3562,197.4,0.016,0,146.815,,179.4,,,,
3579,197.4,0.013,0,146.838,,179.4,,,,
3596,197.4,0.015,0,146.892,,179.4,,,,
3611,197.4,0.018,0,146.924,,179.4,,,,
3641,197.4,0.036,0,146.933,,179.4,,,,
3658,197.4,0.021,0,146.962,,179.4,,,,
3681,197.4,0.013,0,146.973,,179.4,,,,
3697,197.4,0.015,0,146.999,,179.4,,,,
3722,197.4,0.016,0,147.046,,179.4,,,,
3738,197.4,0.035,0,147.073,,179.4,,,,
3763,197.4,0.025,0,147.101,,179.4,,,,
3778,197.4,0.013,0,147.133,,179.4,,,,
3798,197.4,0.015,0,147.183,,179.4,,,,
3819,197.4,0.018,0,147.155,,179.4,,,,
3827,197.4,0.035,0,147.264,,179.4,,,,
3858,197.4,0.021,0,147.258,,179.4,,,,
3880,197.4,0.014,0,147.275,,179.4,,,,
3901,197.4,0.013,0,147.334,,179.4,,,,
3917,197.4,0.016,0,147.33,,179.4,,,,
3942,197.4,0.033,0,147.339,,179.4,,,,
3962,197.4,0.025,0,147.38,,179.4,,,,
3978,197.4,0.014,0,147.396,,179.4,,,,
3989,197.4,0.013,0,147.45,,179.4,,,,
4020,197.4,0.018,0,147.507,,179.4,,,,
4040,197.4,0.031,0,147.521,,179.4,,,,
4058,197.4,0.027,0,147.561,,179.4,,,,
4067,197.4,0.014,0,147.611,,179.4,,,,
4099,197.4,0.014,0,147.629,,179.4,,,,
4115,197.4,0.018,0,147.677,,179.4,,,,
4140,197.4,0.033,0,147.709,,179.4,,,,
4160,197.4,0.03,0,147.734,,179.4,,,,
4180,197.4,0.014,0,147.698,,179.4,,,,
4196,197.4,0.014,0,147.795,,179.4,,,,
4213,197.4,0.019,0,147.788,,179.4,,,,
4235,197.4,0.032,0,147.809,,179.4,,,,
4262,197.4,0.027,0,147.865,,179.4,,,,
4269,197.4,0.014,0,147.852,,179.4,,,,
4284,197.4,0.011,0,147.888,,179.4,,,,
4319,197.4,0.018,0,147.947,,179.4,,,,
4339,197.4,0.03,0,147.977,,179.4,,,,
4361,197.4,0.03,0,147.97,,179.4,,,,
4373,197.4,0.013,0,148.017,,179.4,,,,
4395,197.4,0.013,0,148.011,,179.4,,,,
4422,197.4,0.019,0,148.044,,179.4,,,,
4436,197.4,0.029,0,148.131,,179.4,,,,
4458,197.4,0.032,0,148.161,,179.4,,,,
4477,197.4,0.014,0,148.179,,179.4,,,,
4500,197.4,0.013,0,148.206,,179.4,,,,
4515,197.4,0.019,0,148.244,,179.4,,,,
4539,197.4,0.031,0,148.274,,179.4,,,,
4560,197.4,0.033,0,148.301,,179.4,,,,
4579,197.4,0.014,0,148.283,,179.4,,,,
4600,197.4,0.013,0,148.363,,179.4,,,,
4617,197.4,0.018,0,148.356,,179.4,,,,
4637,197.4,0.029,0,148.358,,179.4,,,,
4659,197.4,0.032,0,148.44,,179.4,,,,
4678,197.4,0.015,0,148.449,,179.4,,,,
4693,197.4,0.013,0,148.481,,179.4,,,,
4718,197.4,0.019,0,148.531,,179.4,,,,
4739,197.4,0.025,0,148.53,,179.4,,,,
4760,197.4,0.033,0,148.557,,179.4,,,,
4777,197.4,0.015,0,148.624,,179.4,,,,
4796,197.4,0.013,0,148.658,,179.4,,,,
4818,197.4,0.019,0,148.699,,179.4,,,,
4839,197.4,0.029,0,148.742,,179.4,,,,
4850,197.4,0.035,0,148.766,,179.4,,,,
4876,197.4,0.015,0,148.762,,179.4,,,,
4897,197.4,0.011,0,148.814,,179.4,,,,
4915,197.4,0.016,0,148.859,,179.4,,,,
4929,197.4,0.025,0,148.9,,179.4,,,,
4945,197.4,0.037,0,148.871,,179.4,,,,
4979,197.4,0.015,0,148.978,,179.4,,,,
4994,197.4,0.013,0,148.955,,179.4,,,,
5011,197.4,0.016,0,148.951,,179.4,,,,
5027,197.4,0.022,0,149.025,,179.4,,,,
5056,197.4,0.036,0,149.019,,179.4,,,,
5076,197.4,0.018,0,149.025,,179.4,,,,
5088,197.4,0.014,0,149.093,,179.4,,,,
5106,197.4,0.016,0,149.1,,179.4,,,,
5135,197.4,0.019,0,149.152,,179.4,,,,
5151,197.4,0.037,0,149.179,,179.4,,,,
5167,197.4,0.021,0,149.211,,179.4,,,,
5198,197.4,0.014,0,149.254,,179.4,,,,
5214,197.4,0.016,0,149.288,,179.4,,,,
5236,197.4,0.016,0,149.32,,179.4,,,,
5257,197.4,0.037,0,149.34,,179.4,,,,
5277,197.4,0.016,0,149.352,,179.4,,,,
5292,197.4,0.014,0,149.363,,179.4,,,,
5311,197.4,0.015,0,149.449,,179.4,,,,
5324,197.4,0.02,0,149.436,,179.4,,,,
5358,197.4,0.037,0,149.447,,179.4,,,,
5371,197.4,0.02,0,149.499,,179.4,,,,
5388,197.4,0.014,0,149.502,,179.4,,,,
5403,197.4,0.014,0,149.536,,179.4,,,,
5434,197.4,0.016,0,149.59,,179.4,,,,
5450,197.4,0.037,0,149.606,,179.4,,,,
5466,197.4,0.024,0,149.645,,179.4,,,,
5497,197.4,0.014,0,149.69,,179.4,,,,
5513,197.4,0.014,0,149.713,,179.4,,,,
5532,197.4,0.018,0,149.751,,179.4,,,,
5559,197.4,0.036,0,149.751,,179.4,,,,
5577,197.4,0.029,0,149.781,,179.4,,,,
5592,197.4,0.014,0,149.817,,179.4,,,,
5609,197.4,0.014,0,149.862,,179.4,,,,
5626,197.4,0.016,0,149.885,,179.4,,,,
5656,197.4,0.035,0,149.94,,179.4,,,,
5675,197.4,0.026,0,149.926,,179.4,,,,
5693,197.4,0.014,0,149.944,,179.4,,,,
5703,197.4,0.011,0,150.01,,179.4,,,,
5735,197.4,0.018,0,149.967,,179.4,,,,
5750,197.4,0.033,0,150.022,,179.4,,,,
5777,197.4,0.029,0,150.103,,179.4,,,,
5782,197.4,0.014,0,150.115,,179.4,,,,
5818,197.4,0.014,0,150.158,,179.4,,,,
5837,197.4,0.018,0,150.208,,179.4,,,,
5848,197.4,0.035,0,150.196,,179.4,,,,
5863,197.4,0.031,0,150.233,,179.4,,,,
5894,197.4,0.014,0,150.262,,179.4,,,,
5908,197.4,0.013,0,150.273,,179.4,,,,
5924,197.4,0.019,0,150.292,,179.4,,,,
5957,197.4,0.032,0,150.337,,179.4,,,,
5973,197.4,0.03,0,150.371,,179.4,,,,
5990,197.4,0.014,0,150.414,,179.4,,,,
6008,197.4,0.011,0,150.453,,179.4,,,,
6038,197.4,0.018,0,150.471,,179.4,,,,
6051,197.4,0.031,0,150.512,,179.4,,,,
6075,197.4,0.031,0,150.484,,179.4,,,,
6083,197.4,0.014,0,150.571,,179.4,,,,
6116,197.4,0.011,0,150.559,,179.4,,,,
6130,197.4,0.018,0,150.55,,179.4,,,,
6146,197.4,0.032,0,150.629,,179.4,,,,
6177,197.4,0.033,0,150.625,,179.4,,,,
6194,197.4,0.015,0,150.65,,179.4,,,,
6215,196.6,0.011,0,150.707,,178.6,,,,
6225,194.1,0.019,0,150.754,,176.1,,,,
6256,188.8,0.03,0,150.745,,170.8,,,,
6274,180.5,0.035,0,150.782,,162.5,,,,
6288,171.1,0.011,0,150.818,,153.1,,,,
6308,164.7,0.016,0,150.848,,146.7,,,,
6337,163.1,0.018,0,150.897,,145.1,,,,
6353,161.5,0.027,0,150.949,,143.5,,,,
6367,163.3,0.041,0,150.968,,145.3,,,,
6396,158.6,0.021,0,151.022,,140.6,,,,
6416,160.2,0.011,0,151.031,,142.2,,,,
6436,158.8,0.019,0,151.088,,140.8,,,,
6451,158.7,0.026,0,151.038,,140.7,,,,
6474,158.4,0.035,0,151.143,,140.4,,,,
6493,158.2,0.016,0,151.129,,140.2,,,,
6509,158.4,0.013,0,151.136,,140.4,,,,
6525,159.9,0.018,0,151.211,,141.9,,,,
6542,160.4,0.027,0,151.199,,142.4,,,,
6574,160.3,0.036,0,151.213,,142.3,,,,
6593,159.6,0.015,0,151.292,,141.6,,,,
6609,158.9,0.011,0,151.306,,140.9,,,,
6635,158.9,0.016,0,151.344,,140.9,,,,
6651,158.8,0.024,0,151.369,,140.8,,,,
6667,158.7,0.036,0,151.363,,140.7,,,,
6683,158.7,0.015,0,151.417,,140.7,,,,
6714,158.6,0.014,0,151.462,,140.6,,,,
6730,158.6,0.018,0,151.49,,140.6,,,,
6745,158.6,0.02,0,151.524,,140.6,,,,
6770,158.5,0.035,0,151.572,,140.5,,,,
6793,158.5,0.014,0,151.571,,140.5,,,,
6809,158.1,0.013,0,151.617,,140.1,,,,
6824,156.9,0.016,0,151.624,,138.9,,,,
6842,157,0.016,0,151.642,,139,,,,
6871,157,0.036,0,151.657,,139,,,,
6892,157.1,0.018,0,151.698,,139.1,,,,
6903,157,0.014,0,151.742,,139,,,,
6934,157,0.015,0,151.771,,139,,,,
6950,157,0.019,0,151.75,,139,,,,
6966,157,0.036,0,151.771,,139,,,,
6991,158.2,0.021,0,151.853,,140.2,,,,
7013,157.2,0.014,0,151.842,,139.2,,,,
7034,157.3,0.016,0,151.882,,139.3,,,,
7055,157.3,0.018,0,151.928,,139.3,,,,
7072,157.4,0.036,0,151.919,,139.4,,,,
7094,157.3,0.018,0,151.969,,139.3,,,,
7114,157.3,0.014,0,152.03,,139.3,,,,
7125,157.3,0.016,0,152.068,,139.3,,,,
7141,157.3,0.015,0,152.098,,139.3,,,,
7173,157.3,0.036,0,152.111,,139.3,,,,
7188,157.3,0.02,0,152.143,,139.3,,,,
7203,157.3,0.014,0,152.166,,139.3,,,,
7235,157.3,0.015,0,152.207,,139.3,,,,
7250,157.3,0.015,0,152.223,,139.3,,,,
7265,157.3,0.035,0,152.256,,139.3,,,,
7281,157.3,0.021,0,152.263,,139.3,,,,
7312,157.3,0.013,0,152.23,,139.3,,,,
7328,157.2,0.013,0,152.332,,139.2,,,,
7343,157.2,0.015,0,152.32,,139.2,,,,
7359,157.2,0.036,0,152.318,,139.2,,,,
7390,157.2,0.024,0,152.413,,139.2,,,,
7406,157.2,0.014,0,152.449,,139.2,,,,
7423,157.2,0.014,0,152.463,,139.2,,,,
7454,157.2,0.016,0,152.509,,139.2,,,,
7469,157.2,0.035,0,152.536,,139.2,,,,
7485,157.2,0.027,0,152.561,,139.2,,,,
7506,157.2,0.014,0,152.62,,139.2,,,,
7534,157.2,0.013,0,152.633,,139.2,,,,
7554,157.2,0.018,0,152.665,,139.2,,,,
7575,157.2,0.033,0,152.656,,139.2,,,,
7595,157.2,0.03,0,152.738,,139.2,,,,
7615,157.2,0.014,0,152.738,,139.2,,,,
7627,157.2,0.011,0,152.72,,139.2,,,,
7643,157.2,0.015,0,152.792,,139.2,,,,
7660,157.2,0.031,0,152.799,,139.2,,,,
7689,157.2,0.032,0,152.822,,139.2,,,,
7705,157.2,0.014,0,152.865,,139.2,,,,
7721,157.2,0.011,0,152.894,,139.2,,,,
7754,157.2,0.016,0,152.917,,139.2,,,,
7771,157.2,0.032,0,152.971,,139.2,,,,
7789,157.2,0.03,0,152.987,,139.2,,,,
7800,157.2,0.014,0,153.006,,139.2,,,,
7832,157.2,0.011,0,153.044,,139.2,,,,
7853,157.2,0.018,0,153.092,,139.2,,,,
7873,157.2,0.031,0,153.137,,139.2,,,,
7880,157.2,0.032,0,153.18,,139.2,,,,
7911,157.2,0.014,0,153.189,,139.2,,,,
7926,157.2,0.011,0,153.205,,139.2,,,,
7942,157.2,0.018,0,153.233,,139.2,,,,
7968,157.2,0.027,0,153.276,,139.2,,,,
7990,157.2,0.035,0,153.289,,139.2,,,,
8006,157.2,0.014,0,153.219,,139.2,,,,
8021,157.2,0.013,0,153.312,,139.2,,,,
8054,157.2,0.018,0,153.303,,139.2,,,,
8073,157.2,0.025,0,153.33,,139.2,,,,
8085,157.2,0.036,0,153.459,,139.2,,,,
8100,157.2,0.014,0,153.452,,139.2,,,,
8132,157.2,0.013,0,153.478,,139.2,,,,
8148,157.2,0.018,0,153.532,,139.2,,,,
8164,157.2,0.029,0,153.537,,139.2,,,,
8193,157.2,0.035,0,153.578,,139.2,,,,
8211,157.2,0.014,0,153.602,,139.2,,,,
8234,157.2,0.011,0,153.62,,139.2,,,,
8251,157.2,0.016,0,153.641,,139.2,,,,
8271,157.2,0.025,0,153.614,,139.2,,,,
8290,157.2,0.036,0,153.695,,139.2,,,,
8309,157.2,0.014,0,153.72,,139.2,,,,
8332,157.2,0.013,0,153.688,,139.2,,,,
8353,157.2,0.018,0,153.784,,139.2,,,,
8368,157.2,0.021,0,153.811,,139.2,,,,
8386,157.2,0.036,0,153.836,,139.2,,,,
8406,157.2,0.014,0,153.886,,139.2,,,,
8431,157.2,0.014,0,153.899,,139.2,,,,
8447,157.2,0.016,0,153.886,,139.2,,,,
8471,157.2,0.019,0,153.95,,139.2,,,,
8492,157.3,0.036,0,153.981,,139.3,,,,reaching start
8511,157.3,0.015,0,154.013,,139.3,,,,
8532,157.3,0.013,0,154.052,,139.3,,,,
8545,157.3,0.016,0,154.083,,139.3,,,,
8558,157.3,0.021,0,154.045,,139.3,,,,
8590,157.3,0.036,0,154.127,,139.3,,,,
8607,157.3,0.02,0,154.102,,139.3,,,,
8623,157.3,0.014,0,154.11,,139.3,,,,
8648,157.4,0.016,0,154.199,,139.4,,,,
8669,157.4,0.02,0,154.204,,139.4,,,,
8687,157.4,0.037,0,154.217,,139.4,,,,
8713,157.4,0.015,0,154.294,,139.4,,,,
8728,157.4,0.014,0,154.313,,139.4,,,,
8750,157.4,0.016,0,154.349,,139.4,,,,
8771,157.4,0.018,0,154.383,,139.4,,,,
8788,157.5,0.036,0,154.442,,139.5,,,,
8812,157.5,0.019,0,154.449,,139.5,,,,
8832,157.5,0.014,0,154.483,,139.5,,,,
8853,157.5,0.016,0,154.455,,139.5,,,,
8874,157.5,0.019,0,154.51,,139.5,,,,
8893,157.6,0.037,0,154.581,,139.6,,,,
8906,157.6,0.024,0,154.553,,139.6,,,,
8924,157.6,0.013,0,154.598,,139.6,,,,
8940,157.6,0.015,0,154.669,,139.6,,,,
8969,157.6,0.016,0,154.655,,139.6,,,,
8985,157.6,0.036,0,154.682,,139.6,,,,
9013,157.7,0.021,0,154.723,,139.7,,,,
9031,157.7,0.013,0,154.753,,139.7,,,,
9048,157.7,0.015,0,154.789,,139.7,,,,
9064,157.7,0.016,0,154.819,,139.7,,,,
9088,157.7,0.035,0,154.851,,139.7,,,,
9112,157.8,0.026,0,154.846,,139.8,,,,
9128,157.8,0.014,0,154.88,,139.8,,,,
9146,157.8,0.015,0,154.93,,139.8,,,,
9169,157.8,0.016,0,154.962,,139.8,,,,
9192,157.8,0.036,0,154.971,,139.8,,,,
9207,157.9,0.029,0,155.007,,139.9,,,,
9223,157.9,0.014,0,155.03,,139.9,,,,
9239,157.9,0.013,0,155.037,,139.9,,,,
9271,157.9,0.016,0,155.062,,139.9,,,,
9292,157.9,0.035,0,155.093,,139.9,,,,
9311,158,0.032,0,155.118,,140,,,,
9331,158,0.014,0,155.15,,140,,,,
9352,158,0.014,0,155.202,,140,,,,
9368,158,0.016,0,155.23,,140,,,,
9384,158,0.032,0,155.252,,140,,,,
9397,158.1,0.03,0,155.284,,140.1,,,,
9430,158.1,0.014,0,155.327,,140.1,,,,
9445,158.1,0.011,0,155.345,,140.1,,,,
9461,158.1,0.018,0,155.368,,140.1,,,,
9491,158.1,0.03,0,155.359,,140.1,,,,
9512,158.2,0.032,0,155.465,,140.2,,,,
9530,158.2,0.014,0,155.422,,140.2,,,,
9544,158.2,0.013,0,155.452,,140.2,,,,
9570,158.2,0.018,0,155.551,,140.2,,,,
9586,158.3,0.032,0,155.563,,140.3,,,,
9606,158.3,0.035,0,155.581,,140.3,,,,
9628,158.3,0.015,0,155.635,,140.3,,,,
9651,158.3,0.014,0,155.656,,140.3,,,,
9669,158.3,0.019,0,155.699,,140.3,,,,
9685,158.4,0.03,0,155.683,,140.4,,,,
9702,158.4,0.032,0,155.704,,140.4,,,,
9729,158.4,0.015,0,155.724,,140.4,,,,
9747,158.4,0.013,0,155.765,,140.4,,,,
9766,158.4,0.019,0,155.781,,140.4,,,,
9777,158.5,0.027,0,155.838,,140.5,,,,
9810,158.5,0.035,0,155.883,,140.5,,,,
9828,158.5,0.015,0,155.878,,140.5,,,,
9840,158.5,0.013,0,155.912,,140.5,,,,
9870,158.6,0.018,0,155.94,,140.6,,,,
9888,158.6,0.03,0,155.955,,140.6,,,,
9902,158.6,0.036,0,155.981,,140.6,,,,
9930,158.6,0.015,0,156.017,,140.6,,,,
9951,158.6,0.013,0,156.021,,140.6,,,,
9970,158.7,0.019,0,156.062,,140.7,,,,
9982,158.7,0.026,0,156.108,,140.7,,,,
10009,158.7,0.036,0,156.13,,140.7,,,,
10026,158.7,0.016,0,156.149,,140.7,,,,
10048,158.8,0.013,0,156.192,,140.8,,,,
10069,158.8,0.019,0,156.226,,140.8,,,,
10086,158.8,0.022,0,156.246,,140.8,,,,
10112,158.8,0.036,0,156.266,,140.8,,,,
10128,158.8,0.015,0,156.28,,140.8,,,,
10141,158.9,0.013,0,156.301,,140.9,,,,
10157,158.9,0.016,0,156.33,,140.9,,,,
10189,158.9,0.02,0,156.398,,140.9,,,,
10207,158.9,0.037,0,156.45,,140.9,,,,
10228,159,0.015,0,156.486,,141,,,,
10249,159,0.014,0,156.495,,141,,,,
10270,159,0.018,0,156.523,,141,,,,
10290,159,0.022,0,156.532,,141,,,,
10305,159.1,0.037,0,156.587,,141.1,,,,
10317,159.1,0.015,0,156.611,,141.1,,,,
10348,159.1,0.015,0,156.616,,141.1,,,,
10363,159.1,0.018,0,156.688,,141.1,,,,
10379,159.2,0.019,0,156.659,,141.2,,,,
10404,159.2,0.036,0,156.679,,141.2,,,,
10426,159.2,0.018,0,156.731,,141.2,,,,
10442,159.2,0.014,0,156.722,,141.2,,,,
10458,159.3,0.016,0,156.782,,141.3,,,,
10487,159.3,0.016,0,156.827,,141.3,,,,
10506,159.3,0.037,0,156.852,,141.3,,,,
10521,159.3,0.022,0,156.888,,141.3,,,,
10547,159.4,0.015,0,156.922,,141.4,,,,
10569,159.4,0.015,0,156.965,,141.4,,,,
10589,159.4,0.015,0,156.961,,141.4,,,,
10607,159.4,0.036,0,156.992,,141.4,,,,
10622,159.5,0.019,0,156.979,,141.5,,,,
